threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.95_pr>50,ssp245,2091,7,7,1,11,0,12,10,19,34,46,28,32,45,15,0,12,22,26,31,2,7,6,0,11,0,12,10,18,34,46,24,32,41,15,0,11,21,25,29,0,3,1,0,4,0,4,2,3,6,7,6,5,7,3,0,4,4,7,5,0,3,6,0,4,0,4,8,12,12,12,6,17,17,6,0,5,7,6,17,0,2.33,6.0,0.0,2.75,0.0,3.0,5.0,6.0,5.67,6.57,4.0,6.4,5.86,5.0,0.0,2.75,5.25,3.57,5.8,0.0,18.0,13.5,0.9000000000000001,35.100000000000016,17.1,13.5,0.0,34.70000000000001,3.55,4.0,0.0,7.0,7.1,6.0,0.0,17.0,3.7974999999999994,4.5,0.0,6.040000000000001
rzsm>0.95_pr>50,ssp245,2092,37,13,2,49,0,12,0,43,55,33,43,0,14,16,3,17,14,23,5,12,36,12,2,48,0,12,0,43,55,33,42,0,13,14,3,13,13,21,5,9,7,2,1,12,0,4,0,7,11,6,6,0,5,4,1,5,4,2,2,4,10,7,2,6,0,4,0,20,18,16,10,0,4,8,3,3,5,11,3,3,5.14,6.0,2.0,4.0,0.0,3.0,0.0,6.14,5.0,5.5,7.0,0.0,2.6,3.5,3.0,2.6,3.25,10.5,2.5,2.25,19.55,14.0,0.0,43.60000000000001,18.7,13.0,0.0,43.50000000000001,4.15,4.0,0.0,7.400000000000006,6.65,4.5,0.0,16.200000000000003,3.6990000000000003,3.125,0.0,6.226000000000001
rzsm>0.95_pr>50,ssp245,2093,35,16,0,61,0,21,17,43,8,29,12,8,11,15,61,38,14,24,33,2,32,14,0,60,0,19,15,43,8,28,9,6,8,13,61,36,13,23,33,2,7,2,0,14,0,6,4,5,1,5,3,2,1,3,10,8,2,5,6,1,10,11,0,13,0,6,6,21,8,13,3,4,8,8,19,7,9,11,11,2,4.57,7.0,0.0,4.29,0.0,3.17,3.75,8.6,8.0,5.6,3.0,3.0,8.0,4.33,6.1,4.5,6.5,4.6,5.5,2.0,22.4,16.5,1.8000000000000003,44.800000000000026,21.15,14.5,1.8000000000000003,44.700000000000024,4.25,3.5,0.9000000000000001,8.200000000000003,8.5,8.0,1.8000000000000003,13.600000000000009,4.6255,4.535,1.8000000000000003,8.0
rzsm>0.95_pr>50,ssp245,2094,32,20,14,17,0,6,14,19,39,4,8,3,5,21,63,31,6,13,1,9,29,19,10,16,0,6,13,19,38,4,5,2,3,18,61,31,6,13,0,9,7,5,2,5,0,2,5,4,5,2,2,1,1,7,10,6,2,4,0,4,6,7,5,5,0,4,4,6,15,2,3,2,3,3,26,10,3,6,0,3,4.14,3.8,5.0,3.2,0.0,3.0,2.6,4.75,7.6,2.0,2.5,2.0,3.0,2.57,6.1,5.17,3.0,3.25,0.0,2.25,16.25,13.5,2.8000000000000003,32.70000000000001,15.1,11.5,1.8000000000000003,31.70000000000001,3.7,4.0,0.9000000000000001,7.0,5.65,4.0,1.8000000000000003,10.500000000000007,3.2965000000000004,3.0,1.8000000000000003,5.263000000000001
rzsm>0.95_pr>50,ssp245,2095,13,30,8,37,0,15,16,6,0,16,64,21,50,48,51,12,21,5,17,0,12,24,7,36,0,14,15,6,0,16,64,17,48,47,46,12,18,4,17,0,3,5,2,7,0,6,3,2,0,3,12,4,6,10,7,4,4,2,6,0,5,10,4,10,0,4,7,3,0,11,16,10,16,12,25,4,9,2,4,0,4.0,4.8,3.5,5.14,0.0,2.33,5.0,3.0,0.0,5.33,5.33,4.25,8.0,4.7,6.57,3.0,4.5,2.0,2.83,0.0,21.5,16.0,0.0,50.1,20.15,15.5,0.0,47.1,4.3,4.0,0.0,7.300000000000004,7.6,6.0,0.0,16.0,3.714,4.125,0.0,5.4540000000000015
rzsm>0.95_pr>50,ssp245,2096,19,9,0,37,1,3,28,33,5,5,20,17,16,40,21,0,8,1,3,8,17,9,0,35,0,2,27,33,5,5,19,12,14,39,20,0,6,0,2,7,4,1,0,7,0,1,5,7,2,2,4,3,3,9,6,0,2,0,1,3,6,9,0,12,0,2,12,10,3,3,13,7,9,9,5,0,4,0,2,3,4.25,9.0,0.0,5.0,0.0,2.0,5.4,4.71,2.5,2.5,4.75,4.0,4.67,4.33,3.33,0.0,3.0,0.0,2.0,2.33,13.7,8.5,0.9000000000000001,33.400000000000006,12.6,8.0,0.0,33.2,3.0,2.5,0.0,7.0,5.45,4.5,0.0,12.0,3.1885,3.165,0.0,5.040000000000001
rzsm>0.95_pr>50,ssp245,2097,35,2,24,15,0,10,41,18,21,13,40,5,25,6,23,2,0,2,0,26,31,2,23,12,0,9,41,18,21,12,39,5,21,5,23,2,0,2,0,24,10,1,6,4,0,3,8,6,7,2,6,2,4,2,5,1,0,1,0,7,6,2,5,4,0,4,9,5,6,6,16,3,8,3,10,2,0,2,0,6,3.1,2.0,3.83,3.0,0.0,3.0,5.12,3.0,3.0,6.0,6.5,2.5,5.25,2.5,4.6,2.0,0.0,2.0,0.0,3.43,15.4,14.0,0.0,35.50000000000001,14.5,12.0,0.0,31.80000000000001,3.75,3.5,0.0,7.100000000000001,4.85,4.5,0.0,9.100000000000001,3.0415,3.0,0.0,5.325000000000001
rzsm>0.95_pr>50,ssp245,2098,14,9,10,17,0,35,2,15,21,9,31,23,2,16,8,42,12,28,0,19,11,9,9,16,0,33,0,15,18,8,31,23,2,15,7,39,9,28,0,19,4,2,4,5,0,9,0,4,4,3,7,5,1,5,3,8,4,7,0,4,3,6,3,5,0,6,0,4,8,4,14,6,2,7,3,11,3,9,0,11,2.75,4.5,2.25,3.2,0.0,3.67,0.0,3.75,4.5,2.67,4.43,4.6,2.0,3.0,2.33,4.88,2.25,4.0,0.0,4.75,15.65,14.5,1.8000000000000003,31.400000000000006,14.6,13.0,0.0,31.200000000000003,3.95,4.0,0.0,7.100000000000001,5.25,4.5,0.0,11.0,2.9765,3.1,0.0,4.615
rzsm>0.95_pr>50,ssp245,2099,0,7,8,56,0,18,5,3,11,31,27,27,19,25,1,27,2,40,3,7,0,7,8,54,0,17,5,2,11,27,27,27,19,23,0,24,0,38,2,7,0,2,2,10,0,5,2,1,3,6,7,7,3,4,0,5,0,8,1,2,0,4,4,19,0,6,3,2,5,6,10,7,14,10,0,7,0,10,2,5,0.0,3.5,4.0,5.4,0.0,3.4,2.5,2.0,3.67,4.5,3.86,3.86,6.33,5.75,0.0,4.8,0.0,4.75,2.0,3.5,15.85,9.5,0.9000000000000001,31.900000000000013,14.9,9.5,0.0,28.100000000000016,3.4,2.5,0.0,7.100000000000001,5.7,5.0,0.0,10.400000000000006,3.191,3.585,0.0,5.4350000000000005
rzsm>0.95_pr>80,ssp245,2015,12,36,14,4,0,6,2,6,6,2,0,22,19,21,3,11,48,6,4,5,12,33,14,4,0,6,2,4,6,2,0,21,18,21,3,11,46,6,4,5,3,5,3,1,0,3,1,1,1,1,0,6,3,5,1,3,7,2,1,2,6,9,6,4,0,2,2,4,6,2,0,5,9,6,3,4,15,4,4,3,4.0,6.6,4.67,4.0,0.0,2.0,2.0,4.0,6.0,2.0,0.0,3.5,6.0,4.2,3.0,3.67,6.57,3.0,4.0,2.5,11.35,6.0,1.8000000000000003,23.40000000000002,10.9,6.0,1.8000000000000003,22.200000000000017,2.45,2.0,0.9000000000000001,5.100000000000001,4.7,4.0,1.8000000000000003,9.0,3.5855000000000006,3.835,1.8000000000000003,6.057000000000001
rzsm>0.95_pr>80,ssp245,2016,0,14,8,8,0,17,0,0,0,3,10,5,3,39,18,12,34,23,10,9,0,13,7,7,0,17,0,0,0,0,10,5,0,37,18,10,27,23,7,8,0,3,1,2,0,3,0,0,0,0,2,2,0,8,6,3,6,3,2,2,0,6,7,4,0,8,0,0,0,0,6,3,0,6,4,6,6,9,5,6,0.0,4.33,7.0,3.5,0.0,5.67,0.0,0.0,0.0,0.0,5.0,2.5,0.0,4.62,3.0,3.33,4.5,7.67,3.5,4.0,10.65,8.5,0.0,24.100000000000016,9.45,7.0,0.0,23.400000000000006,2.15,2.0,0.0,6.0,3.8,4.5,0.0,7.100000000000001,2.931,3.415,0.0,5.803000000000002
rzsm>0.95_pr>80,ssp245,2017,11,0,20,16,0,14,5,22,0,13,16,9,10,12,1,13,1,0,0,37,11,0,19,13,0,14,4,21,0,11,16,7,10,12,0,13,0,0,0,36,2,0,5,2,0,4,2,4,0,2,3,1,3,2,0,4,0,0,0,6,6,0,5,7,0,7,2,8,0,7,7,7,4,6,0,4,0,0,0,14,5.5,0.0,3.8,6.5,0.0,3.5,2.0,5.25,0.0,5.5,5.33,7.0,3.33,6.0,0.0,3.25,0.0,0.0,0.0,6.0,10.0,10.5,0.0,20.200000000000003,9.35,10.5,0.0,19.200000000000003,2.0,2.0,0.0,4.100000000000001,4.2,4.5,0.0,7.100000000000001,3.1479999999999997,3.415,0.0,6.050000000000001
rzsm>0.95_pr>80,ssp245,2018,31,15,1,6,0,3,5,19,1,0,3,6,9,4,3,40,13,16,0,0,30,15,0,6,0,3,4,18,0,0,3,5,8,4,2,39,8,16,0,0,6,5,0,3,0,1,1,3,0,0,1,2,3,1,1,8,2,3,0,0,7,5,0,2,0,3,4,7,0,0,3,3,3,4,2,7,5,10,0,0,5.0,3.0,0.0,2.0,0.0,3.0,4.0,6.0,0.0,0.0,3.0,2.5,2.67,4.0,2.0,4.88,4.0,5.33,0.0,0.0,8.75,4.5,0.0,20.200000000000017,8.05,4.0,0.0,19.200000000000017,2.0,1.0,0.0,5.100000000000001,3.25,3.0,0.0,7.0,2.569,2.835,0.0,5.033
rzsm>0.95_pr>80,ssp245,2019,25,19,14,0,0,14,4,8,7,7,1,4,10,8,1,0,23,7,1,0,23,18,14,0,0,12,4,8,7,7,0,3,10,7,0,0,23,7,0,0,4,4,2,0,0,3,2,1,2,1,0,1,3,2,0,0,4,2,0,0,12,8,7,0,0,5,2,8,4,7,0,3,5,5,0,0,16,5,0,0,5.75,4.5,7.0,0.0,0.0,4.0,2.0,8.0,3.5,7.0,0.0,3.0,3.33,3.5,0.0,0.0,5.75,3.5,0.0,0.0,7.65,7.0,0.0,19.400000000000006,7.15,7.0,0.0,18.500000000000007,1.55,1.5,0.0,4.0,4.35,4.5,0.0,8.400000000000006,3.0415,3.415,0.0,7.0
rzsm>0.95_pr>80,ssp245,2020,3,15,53,12,1,6,8,11,10,2,7,4,15,14,4,0,31,16,10,1,2,15,50,12,0,5,6,11,10,0,7,4,14,14,4,0,30,16,9,0,1,4,8,3,0,1,2,3,3,0,2,2,4,5,2,0,6,4,3,0,2,6,13,5,0,5,4,4,4,0,4,2,6,6,2,0,9,6,5,0,2.0,3.75,6.25,4.0,0.0,5.0,3.0,3.67,3.33,0.0,3.5,2.0,3.5,2.8,2.0,0.0,5.0,4.0,3.0,0.0,11.15,9.0,1.0,17.50000000000002,10.45,8.0,0.0,17.40000000000002,2.65,2.5,0.0,5.100000000000001,4.15,4.0,0.0,6.300000000000004,2.84,3.165,0.0,5.0
rzsm>0.95_pr>80,ssp245,2021,0,16,24,5,0,0,7,16,4,13,6,6,42,9,1,28,0,2,0,0,0,14,23,4,0,0,7,16,3,13,4,6,41,7,0,27,0,2,0,0,0,4,4,2,0,0,2,4,1,4,1,2,7,1,0,5,0,1,0,0,0,5,9,2,0,0,5,7,3,5,4,3,7,7,0,13,0,2,0,0,0.0,3.5,5.75,2.0,0.0,0.0,3.5,4.0,3.0,3.25,4.0,3.0,5.86,7.0,0.0,5.4,0.0,2.0,0.0,0.0,8.95,5.5,0.0,24.400000000000006,8.35,4.0,0.0,23.400000000000006,1.9,1.0,0.0,4.100000000000001,3.6,3.0,0.0,7.200000000000003,2.613,3.0,0.0,5.761
rzsm>0.95_pr>80,ssp245,2022,4,0,0,37,0,14,1,10,12,2,10,16,11,17,36,26,9,9,1,19,2,0,0,37,0,11,0,10,12,2,9,14,11,17,36,26,8,9,0,19,1,0,0,3,0,3,0,2,2,1,2,3,2,4,4,7,2,2,0,5,2,0,0,23,0,6,0,5,10,2,6,5,8,5,28,6,6,6,0,5,2.0,0.0,0.0,12.33,0.0,3.67,0.0,5.0,6.0,2.0,4.5,4.67,5.5,4.25,9.0,3.71,4.0,4.5,0.0,3.8,11.7,10.0,0.0,27.000000000000014,11.15,9.5,0.0,27.000000000000014,2.15,2.0,0.0,4.100000000000001,6.15,5.0,0.0,11.300000000000018,3.7464999999999997,3.9,0.0,6.300000000000004
rzsm>0.95_pr>80,ssp245,2023,5,15,5,10,6,5,2,2,23,16,18,17,23,21,6,22,13,27,12,13,4,15,3,7,6,5,2,2,22,15,18,17,23,19,6,22,13,26,12,11,2,3,1,1,2,2,1,1,4,3,2,4,5,4,1,5,3,4,2,2,2,7,3,7,3,3,2,2,7,7,9,7,6,6,6,7,7,11,7,6,2.0,5.0,3.0,7.0,3.0,2.5,2.0,2.0,5.5,5.0,9.0,4.25,4.6,4.75,6.0,4.4,4.33,6.5,6.0,5.5,13.05,13.0,4.7,23.0,12.4,12.5,2.9000000000000004,22.1,2.6,2.0,1.0,4.100000000000001,5.75,6.5,2.0,7.200000000000003,4.6165,4.675,2.0,6.550000000000001
rzsm>0.95_pr>80,ssp245,2024,6,14,4,11,0,3,3,26,0,2,7,25,15,4,27,1,12,0,23,2,5,12,4,11,0,3,3,26,0,2,7,23,15,3,27,0,11,0,23,2,2,4,1,4,0,1,1,3,0,1,3,5,4,1,5,0,3,0,5,1,3,4,4,5,0,3,3,13,0,2,3,7,6,3,11,0,7,0,7,2,2.5,3.0,4.0,2.75,0.0,3.0,3.0,8.67,0.0,2.0,2.33,4.6,3.75,3.0,5.4,0.0,3.67,0.0,4.6,2.0,9.25,5.0,0.0,25.1,8.85,4.5,0.0,23.300000000000004,2.2,1.5,0.0,5.0,4.15,3.0,0.0,7.400000000000006,2.9135,3.0,0.0,4.680000000000001
rzsm>0.95_pr>80,ssp245,2025,3,6,7,10,0,8,0,5,5,18,11,5,3,6,2,8,5,0,8,4,3,6,6,7,0,7,0,4,4,17,11,4,2,6,2,7,5,0,8,4,1,2,1,3,0,3,0,1,1,2,3,1,1,1,1,2,2,0,3,1,3,4,6,3,0,3,0,4,4,13,5,4,2,6,2,5,3,0,3,4,3.0,3.0,6.0,2.33,0.0,2.33,0.0,4.0,4.0,8.5,3.67,4.0,2.0,6.0,2.0,3.5,2.5,0.0,2.67,4.0,5.7,5.0,0.0,10.100000000000001,5.15,4.5,0.0,8.300000000000004,1.45,1.0,0.0,3.0,3.7,3.5,0.0,6.0,3.175,3.0,0.0,6.0
rzsm>0.95_pr>80,ssp245,2026,18,5,7,3,0,25,6,0,0,9,37,13,0,0,0,12,11,15,0,11,15,4,6,2,0,24,6,0,0,8,35,13,0,0,0,10,8,14,0,10,4,2,1,1,0,5,2,0,0,3,7,2,0,0,0,3,3,3,0,2,5,2,6,2,0,7,4,0,0,3,13,9,0,0,0,5,4,6,0,7,3.75,2.0,6.0,2.0,0.0,4.8,3.0,0.0,0.0,2.67,5.0,6.5,0.0,0.0,0.0,3.33,2.67,4.67,0.0,5.0,8.6,6.5,0.0,18.70000000000001,7.75,6.0,0.0,15.900000000000013,1.9,2.0,0.0,4.100000000000001,3.65,3.5,0.0,7.200000000000003,2.5695,2.67,0.0,5.100000000000001
rzsm>0.95_pr>80,ssp245,2027,11,26,45,10,0,19,9,8,0,5,5,5,0,24,0,37,11,8,0,0,10,26,44,9,0,19,8,6,0,5,5,5,0,22,0,37,11,7,0,0,3,5,10,2,0,4,2,2,0,2,2,1,0,4,0,8,3,2,0,0,6,8,10,6,0,6,4,3,0,3,3,5,0,8,0,8,5,4,0,0,3.33,5.2,4.4,4.5,0.0,4.75,4.0,3.0,0.0,2.5,2.5,5.0,0.0,5.5,0.0,4.62,3.67,3.5,0.0,0.0,11.15,8.0,0.0,27.100000000000016,10.7,6.5,0.0,27.100000000000016,2.5,2.0,0.0,5.300000000000004,3.95,4.0,0.0,8.0,2.8235,3.415,0.0,5.0200000000000005
rzsm>0.95_pr>80,ssp245,2028,1,36,9,19,4,1,0,7,5,11,22,13,0,13,8,8,18,19,8,0,0,34,7,18,3,0,0,6,2,10,21,13,0,12,8,8,16,19,8,0,0,9,1,4,1,0,0,2,1,1,5,3,0,2,1,2,6,4,1,0,0,8,7,7,3,0,0,3,2,10,6,5,0,10,8,5,4,6,8,0,0.0,3.78,7.0,4.5,3.0,0.0,0.0,3.0,2.0,10.0,4.2,4.33,0.0,6.0,8.0,4.0,2.67,4.75,8.0,0.0,10.1,8.0,0.0,19.300000000000004,9.25,8.0,0.0,19.200000000000003,2.15,1.0,0.0,5.100000000000001,4.6,5.0,0.0,8.200000000000003,3.7615000000000003,3.8899999999999997,0.0,8.0
rzsm>0.95_pr>80,ssp245,2029,0,18,11,7,1,0,0,1,7,6,14,21,26,12,28,9,32,6,17,10,0,18,11,6,0,0,0,0,7,6,13,20,25,12,25,9,32,5,17,10,0,3,3,2,0,0,0,0,2,2,4,3,5,3,6,2,8,1,3,3,0,6,4,3,0,0,0,0,4,3,6,13,8,5,6,5,7,5,12,5,0.0,6.0,3.67,3.0,0.0,0.0,0.0,0.0,3.5,3.0,3.25,6.67,5.0,4.0,4.17,4.5,4.0,5.0,5.67,3.33,11.3,9.5,0.0,26.200000000000003,10.8,9.5,0.0,25.0,2.5,2.5,0.0,5.100000000000001,4.6,5.0,0.0,8.400000000000006,3.2380000000000004,3.585,0.0,5.703
rzsm>0.95_pr>80,ssp245,2030,9,3,5,20,0,15,5,19,1,6,27,3,17,9,19,20,22,0,2,2,9,2,4,20,0,14,4,18,0,5,25,0,15,8,18,20,19,0,2,2,2,1,1,5,0,3,2,4,0,2,6,0,3,3,6,4,4,0,1,1,5,2,4,6,0,7,2,6,0,3,7,0,7,3,6,9,12,0,2,2,4.5,2.0,4.0,4.0,0.0,4.67,2.0,4.5,0.0,2.5,4.17,0.0,5.0,2.67,3.0,5.0,4.75,0.0,2.0,2.0,10.2,7.5,0.9000000000000001,20.200000000000003,9.25,6.5,0.0,20.0,2.4,2.0,0.0,5.100000000000001,4.15,3.5,0.0,7.200000000000003,2.838,2.835,0.0,4.775
rzsm>0.95_pr>80,ssp245,2031,1,11,8,6,0,27,20,0,16,33,6,4,8,0,27,9,23,25,9,13,0,11,7,6,0,26,18,0,14,32,6,4,8,0,26,7,22,24,7,13,0,3,2,1,0,5,3,0,3,6,1,2,2,0,3,2,4,4,1,4,0,7,4,6,0,8,12,0,7,8,6,2,6,0,15,5,6,9,7,6,0.0,3.67,3.5,6.0,0.0,5.2,6.0,0.0,4.67,5.33,6.0,2.0,4.0,0.0,8.67,3.5,5.5,6.0,7.0,3.25,12.3,9.0,0.0,27.0,11.55,7.5,0.0,26.0,2.3,2.0,0.0,4.100000000000001,5.7,6.0,0.0,9.300000000000004,4.0145,4.335,0.0,6.100000000000001
rzsm>0.95_pr>80,ssp245,2032,7,24,29,19,0,5,13,6,25,10,24,15,18,6,6,13,1,5,6,6,7,23,28,18,0,5,12,6,25,9,22,15,16,6,5,12,0,5,6,6,1,5,5,3,0,2,3,1,7,3,6,3,4,2,1,3,0,1,2,2,7,15,11,10,0,3,6,6,5,4,6,7,8,4,5,5,0,5,4,4,7.0,4.6,5.6,6.0,0.0,2.5,4.0,6.0,3.57,3.0,3.67,5.0,4.0,3.0,5.0,4.0,0.0,5.0,3.0,3.0,11.9,8.5,4.6000000000000005,24.1,11.3,8.0,4.500000000000001,23.200000000000003,2.7,2.5,0.9000000000000001,5.100000000000001,5.75,5.0,2.7,10.100000000000001,3.897,4.0,2.2500000000000004,6.0
rzsm>0.95_pr>80,ssp245,2033,0,0,25,12,0,11,14,16,10,8,10,2,9,47,4,7,33,7,5,0,0,0,25,12,0,11,12,16,9,8,8,2,8,47,3,7,31,7,5,0,0,0,5,4,0,2,2,4,1,3,2,1,3,7,1,2,8,2,2,0,0,0,9,5,0,7,6,7,9,4,4,2,4,15,3,4,11,4,3,0,0.0,0.0,5.0,3.0,0.0,5.5,6.0,4.0,9.0,2.67,4.0,2.0,2.67,6.71,3.0,3.5,3.88,3.5,2.5,0.0,11.0,8.5,0.0,25.80000000000001,10.55,8.0,0.0,25.60000000000001,2.45,2.0,0.0,5.200000000000003,4.85,4.0,0.0,9.200000000000003,3.3465000000000003,3.25,0.0,6.071000000000001
rzsm>0.95_pr>80,ssp245,2034,8,3,24,12,0,35,17,16,15,3,1,21,35,29,35,2,37,0,0,0,8,3,23,10,0,33,17,16,14,2,0,17,34,29,35,2,35,0,0,0,2,1,4,3,0,8,6,3,2,1,0,4,6,4,5,1,6,0,0,0,6,3,9,6,0,7,5,8,9,2,0,9,11,13,10,2,18,0,0,0,4.0,3.0,5.75,3.33,0.0,4.12,2.83,5.33,7.0,2.0,0.0,4.25,5.67,7.25,7.0,2.0,5.83,0.0,0.0,0.0,14.65,13.5,0.0,35.0,13.9,12.0,0.0,34.1,2.8,2.5,0.0,6.0,5.9,6.0,0.0,11.200000000000003,3.468,3.665,0.0,7.0
rzsm>0.95_pr>80,ssp245,2035,34,24,0,28,0,6,18,25,20,27,6,8,9,12,0,3,1,36,2,0,34,24,0,28,0,5,17,22,16,26,5,6,7,12,0,3,0,36,2,0,8,4,0,5,0,1,4,5,3,4,2,2,1,4,0,1,0,7,1,0,6,9,0,9,0,5,5,9,10,11,3,3,7,4,0,3,0,8,2,0,4.25,6.0,0.0,5.6,0.0,5.0,4.25,4.4,5.33,6.5,2.5,3.0,7.0,3.0,0.0,3.0,0.0,5.14,2.0,0.0,12.95,8.5,0.0,28.60000000000001,12.15,6.5,0.0,28.60000000000001,2.6,2.0,0.0,5.200000000000003,4.7,4.5,0.0,9.100000000000001,3.3485,3.625,0.0,6.050000000000001
rzsm>0.95_pr>80,ssp245,2036,11,23,2,20,0,6,4,3,1,10,11,7,1,5,33,14,16,12,1,5,11,20,2,19,0,6,2,3,0,8,10,4,0,5,32,14,13,11,0,3,1,6,1,6,0,1,1,1,0,3,2,1,0,1,3,4,5,3,0,1,11,6,2,4,0,6,2,3,0,4,7,4,0,5,22,6,4,5,0,3,11.0,3.33,2.0,3.17,0.0,6.0,2.0,3.0,0.0,2.67,5.0,4.0,0.0,5.0,10.67,3.5,2.6,3.67,0.0,3.0,9.25,6.5,1.0,20.300000000000004,8.15,5.5,0.0,19.1,2.0,1.0,0.0,5.100000000000001,4.7,4.0,0.0,7.400000000000006,3.5305,3.085,0.0,6.467000000000007
rzsm>0.95_pr>80,ssp245,2037,15,3,17,3,0,15,8,5,0,4,0,8,6,23,21,22,26,8,0,6,14,2,14,3,0,14,8,5,0,3,0,8,5,23,21,21,25,7,0,5,4,1,3,1,0,3,3,2,0,1,0,2,2,4,4,4,4,3,0,1,4,2,10,3,0,6,3,3,0,3,0,5,3,11,9,8,13,3,0,5,3.5,2.0,4.67,3.0,0.0,4.67,2.67,2.5,0.0,3.0,0.0,4.0,2.5,5.75,5.25,5.25,6.25,2.33,0.0,5.0,9.5,7.0,0.0,22.1,8.9,6.0,0.0,21.200000000000003,2.1,2.0,0.0,4.0,4.55,3.0,0.0,10.100000000000001,3.117,3.0,0.0,5.300000000000001
rzsm>0.95_pr>80,ssp245,2038,14,7,4,29,0,9,10,10,3,18,8,18,0,9,0,2,37,17,6,2,14,6,3,28,0,8,10,10,3,18,7,18,0,9,0,2,36,16,6,2,3,2,1,7,0,2,2,2,1,5,2,4,0,2,0,1,8,4,2,1,7,4,3,8,0,5,5,6,3,6,4,6,0,7,0,2,7,6,3,2,4.67,3.0,3.0,4.0,0.0,4.0,5.0,5.0,3.0,3.6,3.5,4.5,0.0,4.5,0.0,2.0,4.5,4.0,3.0,2.0,10.15,8.5,0.0,19.100000000000016,9.8,7.5,0.0,19.000000000000014,2.45,2.0,0.0,5.200000000000003,4.2,4.5,0.0,7.0,3.1635,3.55,0.0,4.703
