threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.7_pr>80,ssp245,2072,5,16,1,0,1,1,0,3,0,9,3,9,7,7,4,4,27,16,11,6,5,15,0,0,0,0,0,3,0,9,3,9,7,7,4,2,25,15,11,6,1,4,0,0,0,0,0,1,0,2,1,2,2,1,1,1,4,3,3,1,5,6,0,0,0,0,0,3,0,5,3,5,5,7,4,2,10,6,4,6,5.0,3.75,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.5,3.0,4.5,3.5,7.0,4.0,2.0,6.25,5.0,3.67,6.0,6.5,4.5,0.0,16.0,6.05,4.5,0.0,15.0,1.35,1.0,0.0,3.1000000000000014,3.55,4.0,0.0,6.100000000000001,3.0585,3.585,0.0,6.025
rzsm>0.7_pr>80,ssp245,2073,2,7,0,0,5,2,3,3,18,3,18,24,10,2,13,17,76,4,8,5,0,7,0,0,5,0,2,3,18,2,17,24,7,2,13,15,75,2,8,5,0,2,0,0,2,0,1,1,5,1,3,5,2,1,3,3,7,1,2,2,0,5,0,0,3,0,2,3,6,2,8,7,4,2,6,6,29,2,5,3,0.0,3.5,0.0,0.0,2.5,0.0,2.0,3.0,3.6,2.0,5.67,4.8,3.5,2.0,4.33,5.0,10.71,2.0,4.0,2.5,11.0,5.0,1.8000000000000003,18.60000000000001,10.25,5.0,0.0,18.60000000000001,2.05,2.0,0.0,5.0,4.65,3.0,0.0,7.100000000000001,3.0555000000000003,2.75,0.0,5.067000000000001
rzsm>0.7_pr>80,ssp245,2074,7,13,4,0,0,10,2,8,7,6,15,15,25,9,15,1,97,0,8,11,6,13,4,0,0,10,2,8,5,6,15,15,23,9,14,0,93,0,8,11,1,2,2,0,0,3,1,1,1,1,5,3,5,3,3,0,12,0,2,2,6,7,2,0,0,5,2,8,5,6,5,6,6,4,6,0,22,0,6,6,6.0,6.5,2.0,0.0,0.0,3.33,2.0,8.0,5.0,6.0,3.0,5.0,4.6,3.0,4.67,0.0,7.75,0.0,4.0,5.5,12.65,8.0,0.0,16.000000000000014,12.1,8.0,0.0,15.800000000000011,2.35,2.0,0.0,5.0,5.1,5.5,0.0,7.100000000000001,3.8175,4.3,0.0,6.625000000000002
rzsm>0.7_pr>80,ssp245,2075,5,17,3,4,9,5,1,3,9,0,3,4,6,6,6,13,132,8,1,12,4,16,2,4,9,5,0,3,9,0,2,4,6,6,6,12,130,7,0,12,1,3,1,2,2,1,0,1,2,0,1,1,2,1,1,3,14,1,0,2,4,6,2,2,6,5,0,3,6,0,2,4,3,6,6,6,20,7,0,9,4.0,5.33,2.0,2.0,4.5,5.0,0.0,3.0,4.5,0.0,2.0,4.0,3.0,6.0,6.0,4.0,9.29,7.0,0.0,6.0,12.35,5.5,1.0,13.400000000000006,11.85,5.5,0.0,12.400000000000006,1.95,1.0,0.0,3.0,4.85,4.5,0.0,7.200000000000003,3.8810000000000002,4.0,0.0,6.100000000000001
rzsm>0.7_pr>80,ssp245,2076,2,0,1,0,6,3,3,0,6,14,11,0,4,10,3,14,106,0,5,21,0,0,0,0,6,3,2,0,6,14,10,0,4,6,2,14,102,0,5,16,0,0,0,0,2,1,1,0,1,2,2,0,1,1,1,4,16,0,1,4,0,0,0,0,4,3,2,0,6,7,6,0,4,6,2,6,24,0,5,5,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,6.0,7.0,5.0,0.0,4.0,6.0,2.0,3.5,6.38,0.0,5.0,4.0,10.45,3.5,0.0,14.70000000000001,9.5,3.5,0.0,14.200000000000003,1.85,1.0,0.0,4.0,4.0,3.5,0.0,6.100000000000001,2.8440000000000003,3.0,0.0,6.038
rzsm>0.7_pr>80,ssp245,2077,17,3,12,6,4,0,5,6,1,2,2,7,8,10,0,15,97,4,8,3,16,3,10,6,4,0,4,5,0,2,0,6,7,9,0,14,94,4,8,0,3,1,2,1,1,0,1,1,0,1,0,1,1,1,0,4,10,2,2,0,6,3,6,6,4,0,4,5,0,2,0,6,7,9,0,5,42,2,6,0,5.33,3.0,5.0,6.0,4.0,0.0,4.0,5.0,0.0,2.0,0.0,6.0,7.0,9.0,0.0,3.5,9.4,2.0,4.0,0.0,10.5,5.5,0.9000000000000001,15.200000000000003,9.6,4.5,0.0,14.200000000000003,1.6,1.0,0.0,3.1000000000000014,5.65,4.5,0.0,7.200000000000003,3.7615000000000003,4.0,0.0,7.200000000000003
rzsm>0.7_pr>80,ssp245,2078,1,1,5,1,11,4,1,9,14,1,7,9,5,4,11,3,140,0,4,9,0,0,5,0,11,2,0,9,14,0,6,9,4,4,11,3,138,0,4,7,0,0,1,0,2,1,0,2,3,0,1,2,1,1,3,1,18,0,1,1,0,0,5,0,6,2,0,6,6,0,6,7,4,4,6,3,27,0,4,7,0.0,0.0,5.0,0.0,5.5,2.0,0.0,4.5,4.67,0.0,6.0,4.5,4.0,4.0,3.67,3.0,7.67,0.0,4.0,7.0,12.0,4.5,1.0,11.300000000000004,11.35,4.0,0.0,11.300000000000004,1.9,1.0,0.0,3.0,4.65,4.0,0.0,7.0,3.2755,4.0,0.0,6.100000000000001
rzsm>0.7_pr>80,ssp245,2079,9,7,23,5,1,19,7,4,1,0,6,16,2,16,0,0,58,0,5,6,9,7,23,5,0,19,7,4,0,0,6,15,2,13,0,0,57,0,5,3,2,2,3,1,0,5,3,1,0,0,2,4,1,3,0,0,5,0,1,1,6,5,12,5,0,5,3,4,0,0,4,5,2,7,0,0,40,0,5,3,4.5,3.5,7.67,5.0,0.0,3.8,2.33,4.0,0.0,0.0,3.0,3.75,2.0,4.33,0.0,0.0,11.4,0.0,5.0,3.0,9.25,5.5,0.0,19.400000000000006,8.75,5.0,0.0,19.400000000000006,1.7,1.0,0.0,4.100000000000001,5.3,4.0,0.0,7.500000000000007,3.164,3.25,0.0,5.267000000000004
rzsm>0.7_pr>80,ssp245,2080,11,0,6,0,0,17,12,6,1,3,0,5,2,2,9,14,106,17,8,9,10,0,6,0,0,17,9,6,0,0,0,3,0,2,7,13,106,16,8,8,3,0,1,0,0,5,4,1,0,0,0,1,0,1,2,4,14,3,2,2,5,0,6,0,0,7,3,6,0,0,0,3,0,2,5,7,23,6,4,6,3.33,0.0,6.0,0.0,0.0,3.4,2.25,6.0,0.0,0.0,0.0,3.0,0.0,2.0,3.5,3.25,7.57,5.33,4.0,4.0,11.4,6.0,0.0,17.0,10.55,6.0,0.0,16.1,2.15,1.0,0.0,4.100000000000001,4.15,3.5,0.0,7.0,2.6815,3.125,0.0,6.0
rzsm>0.7_pr>80,ssp245,2081,6,1,13,7,11,7,7,0,0,11,0,5,0,12,14,8,43,1,5,21,5,0,13,7,10,7,5,0,0,11,0,5,0,11,12,7,43,0,4,21,1,0,2,1,2,2,1,0,0,3,0,1,0,2,3,3,8,0,1,5,5,0,7,7,7,5,5,0,0,7,0,5,0,6,7,3,12,0,4,6,5.0,0.0,6.5,7.0,5.0,3.5,5.0,0.0,0.0,3.67,0.0,5.0,0.0,5.5,4.0,2.33,5.38,0.0,4.0,4.2,8.6,7.0,0.0,14.70000000000001,8.05,6.0,0.0,13.800000000000011,1.75,1.0,0.0,3.200000000000003,4.3,5.0,0.0,7.0,3.304,4.0,0.0,5.600000000000001
rzsm>0.7_pr>80,ssp245,2082,15,9,10,2,8,6,14,0,9,10,8,6,8,0,18,2,142,1,3,9,14,8,10,2,8,5,14,0,8,10,8,6,7,0,18,0,139,0,2,9,5,2,3,1,2,1,3,0,1,2,3,1,2,0,5,0,11,0,1,2,4,6,4,2,5,5,6,0,8,6,3,6,5,0,6,0,35,0,2,5,2.8,4.0,3.33,2.0,4.0,5.0,4.67,0.0,8.0,5.0,2.67,6.0,3.5,0.0,3.6,0.0,12.64,0.0,2.0,4.5,14.0,8.0,0.9000000000000001,15.300000000000004,13.4,8.0,0.0,14.400000000000006,2.25,2.0,0.0,5.0,5.4,5.0,0.0,6.200000000000003,3.6855,3.55,0.0,6.200000000000003
rzsm>0.7_pr>80,ssp245,2083,14,15,9,5,10,0,3,0,7,10,4,9,4,4,1,21,77,0,11,6,14,14,8,5,10,0,3,0,7,9,4,6,4,4,0,21,75,0,10,6,4,3,2,1,2,0,1,0,2,2,2,1,1,1,0,4,9,0,1,1,6,7,6,5,6,0,3,0,5,5,2,6,4,4,0,7,26,0,10,6,3.5,4.67,4.0,5.0,5.0,0.0,3.0,0.0,3.5,4.5,2.0,6.0,4.0,4.0,0.0,5.25,8.33,0.0,10.0,6.0,10.5,6.5,0.0,15.600000000000009,10.0,6.0,0.0,14.70000000000001,1.85,1.0,0.0,4.0,5.4,5.0,0.0,7.300000000000004,3.9375,4.0,0.0,6.233000000000003
rzsm>0.7_pr>80,ssp245,2084,9,0,14,0,2,2,0,0,2,5,10,8,2,7,19,8,107,0,11,1,9,0,14,0,2,0,0,0,2,3,10,8,2,6,19,8,107,0,10,0,2,0,3,0,1,0,0,0,1,1,2,2,1,2,3,2,15,0,2,0,6,0,6,0,2,0,0,0,2,3,6,5,2,4,7,6,26,0,7,0,4.5,0.0,4.67,0.0,2.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,2.0,3.0,6.33,4.0,7.13,0.0,5.0,0.0,10.35,3.5,0.0,14.500000000000007,10.0,2.5,0.0,14.500000000000007,1.85,1.0,0.0,3.0,4.1,2.5,0.0,7.0,2.6315,2.5,0.0,5.133000000000002
rzsm>0.7_pr>80,ssp245,2085,21,4,5,0,7,6,1,1,3,9,3,6,5,5,6,22,121,15,7,4,21,4,5,0,7,5,0,0,2,8,2,5,5,3,5,21,118,14,7,4,4,1,1,0,2,2,0,0,1,2,1,2,1,1,2,4,12,3,1,1,7,4,5,0,5,3,0,0,2,5,2,3,5,3,3,6,35,6,7,4,5.25,4.0,5.0,0.0,3.5,2.5,0.0,0.0,2.0,4.0,2.0,2.5,5.0,3.0,2.5,5.25,9.83,4.67,7.0,4.0,12.55,5.5,1.0,21.1,11.8,5.0,0.0,21.0,2.05,1.0,0.0,4.0,5.25,4.0,0.0,7.0,3.6,3.75,0.0,5.4250000000000025
rzsm>0.7_pr>80,ssp245,2086,0,10,18,1,0,9,0,2,17,12,22,19,5,2,6,10,81,0,5,16,0,10,18,0,0,9,0,0,17,12,19,18,5,0,5,10,80,0,3,16,0,2,5,0,0,2,0,0,5,3,4,5,1,0,2,2,9,0,1,3,0,5,6,0,0,6,0,0,6,7,7,7,5,0,3,5,27,0,3,7,0.0,5.0,3.6,0.0,0.0,4.5,0.0,0.0,3.4,4.0,4.75,3.6,5.0,0.0,2.5,5.0,8.89,0.0,3.0,5.33,11.75,7.5,0.0,19.300000000000004,11.1,7.0,0.0,18.1,2.2,2.0,0.0,5.0,4.7,5.0,0.0,7.0,2.9285,3.5,0.0,5.033
rzsm>0.7_pr>80,ssp245,2087,6,5,18,1,2,0,7,0,9,18,8,6,0,3,7,10,88,0,6,3,6,5,18,0,2,0,7,0,6,18,8,5,0,2,7,10,87,0,6,3,2,1,5,0,1,0,2,0,1,3,2,1,0,1,2,4,8,0,1,1,4,5,6,0,2,0,5,0,6,10,6,5,0,2,5,3,40,0,6,3,3.0,5.0,3.6,0.0,2.0,0.0,3.5,0.0,6.0,6.0,4.0,5.0,0.0,2.0,3.5,2.5,10.88,0.0,6.0,3.0,9.85,6.0,0.0,18.0,9.5,5.5,0.0,18.0,1.75,1.0,0.0,4.100000000000001,5.4,4.5,0.0,6.400000000000006,3.2990000000000004,3.25,0.0,6.0
rzsm>0.7_pr>80,ssp245,2088,13,15,8,0,9,8,15,17,1,10,5,23,7,8,21,27,95,0,1,5,13,15,7,0,9,5,14,17,0,10,5,23,6,7,21,26,94,0,0,3,2,3,2,0,2,2,4,3,0,2,1,5,2,2,3,6,10,0,0,1,7,7,4,0,6,3,6,8,0,7,5,6,4,4,14,7,21,0,0,3,6.5,5.0,3.5,0.0,4.5,2.5,3.5,5.67,0.0,5.0,5.0,4.6,3.0,3.5,7.0,4.33,9.4,0.0,0.0,3.0,14.4,8.5,0.9000000000000001,23.400000000000006,13.75,8.0,0.0,23.300000000000004,2.5,2.0,0.0,5.100000000000001,5.6,5.5,0.0,8.600000000000009,3.8,3.915,0.0,6.550000000000001
rzsm>0.7_pr>80,ssp245,2089,9,7,7,0,9,0,0,3,11,9,0,3,11,6,12,30,82,3,7,0,9,6,7,0,9,0,0,2,10,8,0,3,10,6,12,30,80,3,7,0,3,2,1,0,2,0,0,1,3,2,0,1,2,2,2,4,10,1,2,0,4,3,7,0,7,0,0,2,4,6,0,3,7,4,7,16,25,3,4,0,3.0,3.0,7.0,0.0,4.5,0.0,0.0,2.0,3.33,4.0,0.0,3.0,5.0,3.0,6.0,7.5,8.0,3.0,3.5,0.0,10.45,7.0,0.0,13.800000000000026,10.1,6.5,0.0,13.800000000000026,1.9,2.0,0.0,3.1000000000000014,5.1,4.0,0.0,7.900000000000013,3.2915,3.0,0.0,7.050000000000001
rzsm>0.7_pr>80,ssp245,2090,2,6,14,6,10,2,1,3,17,5,44,13,0,13,5,7,73,8,14,0,2,6,13,6,9,2,0,3,17,5,42,11,0,11,2,7,72,8,13,0,1,1,3,1,2,1,0,1,2,1,8,2,0,4,1,1,9,2,3,0,2,6,6,6,7,2,0,3,11,5,8,6,0,4,2,7,20,5,6,0,2.0,6.0,4.33,6.0,4.5,2.0,0.0,3.0,8.5,5.0,5.25,5.5,0.0,2.75,2.0,7.0,8.0,4.0,4.33,0.0,12.15,6.5,0.9000000000000001,19.70000000000004,11.45,6.5,0.0,19.500000000000036,2.15,1.0,0.0,4.400000000000006,5.3,5.5,0.0,8.300000000000004,4.008,4.33,0.0,7.100000000000001
rzsm>0.7_pr>80,ssp245,2091,0,13,10,0,0,15,6,6,20,19,23,4,9,1,9,5,138,11,2,8,0,13,10,0,0,15,6,6,19,19,23,3,9,0,8,5,135,11,2,8,0,3,2,0,0,2,2,1,3,5,4,1,3,0,3,2,12,2,1,1,0,5,7,0,0,12,4,6,7,7,7,3,4,0,4,3,38,7,2,8,0.0,4.33,5.0,0.0,0.0,7.5,3.0,6.0,6.33,3.8,5.75,3.0,3.0,0.0,2.67,2.5,11.25,5.5,2.0,8.0,14.95,8.5,0.0,20.300000000000004,14.6,8.0,0.0,19.400000000000006,2.35,2.0,0.0,4.100000000000001,6.2,4.5,0.0,8.400000000000006,3.9814999999999996,3.4,0.0,7.550000000000001
rzsm>0.7_pr>80,ssp245,2092,24,17,18,4,9,6,6,3,11,10,12,5,4,0,0,28,129,5,11,1,22,17,17,4,9,6,6,3,10,10,11,4,2,0,0,27,128,5,11,0,5,3,3,1,2,2,2,1,2,2,2,2,1,0,0,7,19,1,3,0,6,8,6,4,7,4,3,3,8,6,6,2,2,0,0,7,18,5,5,0,4.4,5.67,5.67,4.0,4.5,3.0,3.0,3.0,5.0,5.0,5.5,2.0,2.0,0.0,0.0,3.86,6.74,5.0,3.67,0.0,15.15,7.5,0.9000000000000001,24.400000000000006,14.6,7.5,0.0,22.500000000000007,2.9,2.0,0.0,5.200000000000003,5.0,5.0,0.0,8.0,3.6005000000000003,3.9299999999999997,0.0,5.67
rzsm>0.7_pr>80,ssp245,2093,8,6,6,6,0,14,2,0,0,7,8,10,4,3,13,34,75,2,0,12,8,6,6,4,0,14,0,0,0,7,8,8,3,2,11,31,74,0,0,11,2,1,1,1,0,2,0,0,0,1,2,2,1,1,3,5,10,0,0,2,6,6,6,4,0,7,0,0,0,7,6,6,3,2,6,8,19,0,0,7,4.0,6.0,6.0,4.0,0.0,7.0,0.0,0.0,0.0,7.0,4.0,4.0,3.0,2.0,3.67,6.2,7.4,0.0,0.0,5.5,10.5,6.0,0.0,16.00000000000003,9.65,6.0,0.0,15.700000000000024,1.7,1.0,0.0,3.200000000000003,4.65,6.0,0.0,7.100000000000001,3.4885000000000006,4.0,0.0,7.0
rzsm>0.7_pr>80,ssp245,2094,11,19,5,2,11,12,0,7,3,13,3,4,5,6,26,6,136,8,10,4,11,19,5,2,10,11,0,6,3,11,2,4,5,6,23,6,135,7,8,4,2,5,1,1,2,3,0,1,1,4,1,1,1,2,5,1,19,2,2,1,6,5,5,2,7,6,0,6,3,5,2,4,5,4,7,6,23,5,4,4,5.5,3.8,5.0,2.0,5.0,3.67,0.0,6.0,3.0,2.75,2.0,4.0,5.0,3.0,4.6,6.0,7.11,3.5,4.0,4.0,14.55,6.5,2.9000000000000004,19.70000000000001,13.9,6.0,2.0,19.400000000000006,2.75,1.5,1.0,5.0,5.45,5.0,2.0,7.0,3.9965,4.0,2.0,6.0
rzsm>0.7_pr>80,ssp245,2095,13,15,8,0,0,17,27,11,5,4,2,5,5,1,3,14,126,11,5,9,11,15,8,0,0,17,27,11,4,4,0,5,5,0,0,12,126,9,4,9,2,3,2,0,0,3,5,2,1,1,0,1,1,0,0,3,11,3,2,2,7,7,6,0,0,7,6,7,4,4,0,5,5,0,0,8,45,4,2,7,5.5,5.0,4.0,0.0,0.0,5.67,5.4,5.5,4.0,4.0,0.0,5.0,5.0,0.0,0.0,4.0,11.45,3.0,2.0,4.5,14.05,6.5,0.9000000000000001,18.000000000000014,13.35,6.5,0.0,18.000000000000014,2.1,2.0,0.0,3.200000000000003,6.2,5.0,0.0,7.100000000000001,3.7009999999999996,4.0,0.0,5.517
rzsm>0.7_pr>80,ssp245,2096,7,21,6,10,2,0,8,10,16,0,2,0,3,7,8,5,77,3,5,13,7,20,6,9,2,0,7,9,15,0,0,0,3,6,8,5,74,3,5,12,2,5,1,3,1,0,2,2,2,0,0,0,1,1,2,1,10,1,1,4,5,8,6,4,2,0,5,7,11,0,0,0,3,6,5,5,20,3,5,6,3.5,4.0,6.0,3.0,2.0,0.0,3.5,4.5,7.5,0.0,0.0,0.0,3.0,6.0,4.0,5.0,7.4,3.0,5.0,3.0,10.15,6.5,0.0,16.500000000000007,9.55,6.0,0.0,15.500000000000007,1.95,1.0,0.0,4.100000000000001,5.05,5.0,0.0,8.300000000000004,3.5200000000000005,3.5,0.0,6.140000000000002
rzsm>0.7_pr>80,ssp245,2097,15,6,27,12,12,2,19,3,11,3,1,6,11,0,12,4,141,7,1,1,15,6,25,11,12,2,19,3,10,3,0,6,8,0,12,3,140,6,0,0,3,2,6,2,3,1,3,1,2,1,0,1,2,0,2,1,15,2,0,0,7,4,8,7,5,2,8,3,6,3,0,6,5,0,6,3,24,4,0,0,5.0,3.0,4.17,5.5,4.0,2.0,6.33,3.0,5.0,3.0,0.0,6.0,4.0,0.0,6.0,3.0,9.33,3.0,0.0,0.0,14.7,6.5,1.0,19.80000000000001,14.05,6.0,0.0,19.60000000000001,2.35,2.0,0.0,3.3000000000000043,5.05,4.5,0.0,8.0,3.6165,3.5,0.0,6.033
rzsm>0.7_pr>80,ssp245,2098,13,7,9,9,10,1,8,2,4,5,6,12,15,0,0,23,115,2,0,16,13,7,8,9,10,0,8,2,4,5,6,12,15,0,0,21,114,2,0,16,2,1,2,2,2,0,2,1,1,1,1,2,3,0,0,5,8,1,0,4,7,7,4,7,5,0,5,2,4,5,6,7,7,0,0,7,64,2,0,6,6.5,7.0,4.0,4.5,5.0,0.0,4.0,2.0,4.0,5.0,6.0,6.0,5.0,0.0,0.0,4.2,14.25,2.0,0.0,4.0,12.85,7.5,0.0,16.70000000000001,12.6,7.5,0.0,16.500000000000007,1.9,1.5,0.0,4.100000000000001,7.25,5.0,0.0,7.0,4.1725,4.1,0.0,6.550000000000001
rzsm>0.7_pr>80,ssp245,2099,6,6,16,0,0,17,0,17,8,12,21,2,11,3,2,10,85,15,9,9,5,4,14,0,0,17,0,17,6,11,20,2,11,2,2,10,82,12,8,9,1,1,3,0,0,2,0,4,1,2,5,1,3,1,1,2,11,3,2,2,5,4,6,0,0,11,0,6,6,8,6,2,7,2,2,7,23,6,6,6,5.0,4.0,4.67,0.0,0.0,8.5,0.0,4.25,6.0,5.5,4.0,2.0,3.67,2.0,2.0,5.0,7.45,4.0,4.0,4.5,12.45,9.0,0.0,17.400000000000006,11.6,8.5,0.0,17.300000000000004,2.25,2.0,0.0,4.100000000000001,5.65,6.0,0.0,8.300000000000004,3.8270000000000004,4.0,0.0,6.145000000000002
rzsm>0.8_pr>50,ssp245,2015,31,67,30,4,19,10,21,15,14,7,32,26,19,31,31,30,99,26,12,16,30,66,27,3,18,10,21,13,13,6,32,26,15,31,29,30,96,23,11,16,6,10,5,1,3,4,5,3,4,2,8,6,3,8,5,5,17,7,3,3,10,12,7,3,13,4,6,9,6,3,8,6,7,6,7,11,14,7,4,6,5.0,6.6,5.4,3.0,6.0,2.5,4.2,4.33,3.25,3.0,4.0,4.33,5.0,3.88,5.8,6.0,5.65,3.29,3.67,5.33,27.0,23.5,9.700000000000001,35.50000000000005,25.8,22.0,9.600000000000001,35.40000000000005,5.4,5.0,2.9000000000000004,8.200000000000003,7.45,7.0,3.9000000000000004,12.100000000000001,4.511500000000001,4.33,3.0,6.0
rzsm>0.8_pr>50,ssp245,2016,35,24,32,12,6,32,4,22,10,14,62,32,15,30,28,54,149,18,17,37,35,21,32,12,6,30,3,21,10,13,59,32,13,28,27,51,146,13,15,34,7,4,6,3,1,6,1,6,2,3,10,7,4,6,6,9,10,2,2,6,8,7,12,4,6,7,3,5,6,7,10,8,6,9,7,14,68,7,10,7,5.0,5.25,5.33,4.0,6.0,5.0,3.0,3.5,5.0,4.33,5.9,4.57,3.25,4.67,4.5,5.67,14.6,6.5,7.5,5.67,31.65,26.0,9.600000000000001,54.80000000000001,30.05,24.0,9.600000000000001,51.80000000000001,5.05,6.0,1.9000000000000001,9.100000000000001,10.55,7.0,4.9,12.200000000000003,5.462,5.0,3.475,6.600000000000001
rzsm>0.8_pr>50,ssp245,2017,23,49,34,13,36,10,45,36,1,3,21,50,20,11,14,34,124,13,13,29,22,45,31,13,35,10,44,35,0,2,20,50,19,10,14,33,123,9,11,26,5,8,5,3,6,4,6,8,0,1,4,10,3,2,3,6,6,2,2,5,7,8,8,6,7,3,12,7,0,2,6,7,10,6,5,8,55,6,9,9,4.4,5.62,6.2,4.33,5.83,2.5,7.33,4.38,0.0,2.0,5.0,5.0,6.33,5.0,4.67,5.5,20.5,4.5,5.5,5.2,28.95,22.0,9.3,49.1,27.6,21.0,8.3,45.50000000000001,4.45,4.5,1.9000000000000001,8.0,9.05,7.0,2.9000000000000004,10.200000000000003,5.4895,5.0,2.45,6.4300000000000015
rzsm>0.8_pr>50,ssp245,2018,43,30,12,2,34,24,20,24,24,5,33,11,16,27,26,35,75,16,13,15,41,30,12,2,33,22,17,23,20,5,33,10,16,27,26,33,74,15,11,15,8,6,2,1,8,6,5,5,6,1,6,1,4,5,5,6,8,3,2,3,8,7,7,2,6,7,4,7,6,5,8,10,6,8,8,7,35,6,7,7,5.12,5.0,6.0,2.0,4.12,3.67,3.4,4.6,3.33,5.0,5.5,10.0,4.0,5.4,5.2,5.5,9.25,5.0,5.5,5.0,24.25,24.0,10.4,35.80000000000001,23.25,21.0,9.5,33.80000000000001,4.55,5.0,1.0,8.0,8.05,7.0,4.9,8.200000000000003,5.1295,5.0,3.393,6.325000000000005
rzsm>0.8_pr>50,ssp245,2019,40,7,44,0,42,64,6,26,41,2,7,23,28,26,41,63,67,34,6,12,38,5,44,0,41,63,6,23,40,0,7,22,26,25,40,59,66,32,4,12,6,2,10,0,8,11,2,5,7,0,2,5,8,6,8,11,6,7,1,4,17,3,8,0,7,12,4,10,9,0,4,7,6,6,8,8,24,7,4,6,6.33,2.5,4.4,0.0,5.12,5.73,3.0,4.6,5.71,0.0,3.5,4.4,3.25,4.17,5.0,5.36,11.0,4.57,4.0,3.0,28.95,27.0,5.6000000000000005,63.1,27.65,25.5,3.6000000000000005,59.400000000000006,5.45,6.0,0.9000000000000001,10.100000000000001,7.5,7.0,2.7,12.500000000000007,4.281999999999999,4.4,2.2500000000000004,5.790000000000001
