threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.9_pr>50,ssp245,2071,25,2,10,13,0,10,5,5,9,29,21,5,13,0,4,40,155,6,11,14,23,2,10,13,0,9,4,5,8,28,20,5,12,0,4,39,153,4,11,14,5,1,2,3,0,2,1,1,1,6,4,1,3,0,1,8,7,1,2,5,7,2,5,9,0,5,4,5,8,11,7,5,7,0,4,7,78,4,6,4,4.6,2.0,5.0,4.33,0.0,4.5,4.0,5.0,8.0,4.67,5.0,5.0,4.0,0.0,4.0,4.88,21.86,4.0,5.5,2.8,18.85,10.0,1.8000000000000003,30.100000000000016,18.2,9.5,1.8000000000000003,29.100000000000016,2.7,2.0,0.9000000000000001,6.100000000000001,8.9,5.0,1.8000000000000003,9.200000000000003,4.957,4.55,1.8000000000000003,5.7500000000000036
rzsm>0.9_pr>50,ssp245,2072,13,10,14,11,0,1,13,7,0,4,10,0,6,0,0,6,60,24,17,0,12,10,9,11,0,0,12,7,0,4,8,0,5,0,0,5,60,22,16,0,3,2,2,3,0,0,3,2,0,1,2,0,2,0,0,1,7,3,3,0,6,6,7,5,0,0,6,4,0,4,4,0,3,0,0,5,17,10,8,0,4.0,5.0,4.5,3.67,0.0,0.0,4.0,3.5,0.0,4.0,4.0,0.0,2.5,0.0,0.0,5.0,8.57,7.33,5.33,0.0,9.8,6.5,0.0,17.70000000000001,9.05,6.0,0.0,16.60000000000001,1.7,2.0,0.0,3.0,4.25,4.0,0.0,8.200000000000003,3.07,3.835,0.0,5.530000000000003
rzsm>0.9_pr>50,ssp245,2073,0,4,38,7,0,1,26,16,0,13,0,5,26,29,31,2,262,20,36,1,0,4,37,7,0,0,25,16,0,13,0,5,24,27,29,2,260,16,35,0,0,1,6,2,0,0,5,4,0,2,0,1,4,7,7,1,7,5,6,0,0,4,13,5,0,0,7,6,0,7,0,5,7,7,7,2,110,5,11,0,0.0,4.0,6.17,3.5,0.0,0.0,5.0,4.0,0.0,6.5,0.0,5.0,6.0,3.86,4.14,2.0,37.14,3.2,5.83,0.0,25.85,10.0,0.0,36.2,25.0,10.0,0.0,35.2,2.9,2.0,0.0,7.0,9.8,5.0,0.0,11.200000000000003,4.817,3.9299999999999997,0.0,6.203
rzsm>0.9_pr>50,ssp245,2074,7,2,5,23,0,3,22,0,0,10,17,3,15,39,21,5,5,8,2,16,7,0,5,22,0,3,19,0,0,10,16,2,14,38,20,5,4,8,2,16,2,0,1,5,0,1,3,0,0,2,5,1,4,10,6,1,2,2,1,3,5,0,5,6,0,3,12,0,0,7,4,2,5,7,5,5,2,5,2,9,3.5,0.0,5.0,4.4,0.0,3.0,6.33,0.0,0.0,5.0,3.2,2.0,3.5,3.8,3.33,5.0,2.0,4.0,2.0,5.33,10.15,6.0,0.0,22.1,9.55,6.0,0.0,20.200000000000003,2.45,2.0,0.0,5.100000000000001,4.2,5.0,0.0,7.200000000000003,3.0694999999999997,3.415,0.0,5.033
rzsm>0.9_pr>50,ssp245,2075,6,12,2,44,0,0,0,2,0,0,0,21,0,29,0,12,54,7,25,25,6,12,0,42,0,0,0,2,0,0,0,20,0,29,0,10,51,4,25,25,1,3,0,7,0,0,0,1,0,0,0,4,0,6,0,2,5,1,6,7,6,6,0,7,0,0,0,2,0,0,0,7,0,7,0,5,19,4,10,8,6.0,4.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,4.83,0.0,5.0,10.2,4.0,4.17,3.57,11.95,4.0,0.0,30.50000000000002,11.3,3.0,0.0,30.30000000000002,2.15,1.0,0.0,6.100000000000001,4.05,3.0,0.0,8.200000000000003,2.7385,2.785,0.0,6.0
rzsm>0.9_pr>50,ssp245,2076,7,0,0,8,0,7,0,5,9,7,25,3,2,26,0,27,9,0,14,17,5,0,0,8,0,5,0,5,8,7,24,3,0,26,0,26,8,0,13,16,2,0,0,2,0,1,0,2,1,2,6,1,0,7,0,8,1,0,2,5,3,0,0,6,0,5,0,3,8,4,5,3,0,6,0,7,8,0,8,4,2.5,0.0,0.0,4.0,0.0,5.0,0.0,2.5,8.0,3.5,4.0,3.0,0.0,3.71,0.0,3.25,8.0,0.0,6.5,3.2,8.3,7.0,0.0,25.1,7.7,5.0,0.0,24.200000000000003,2.0,1.0,0.0,6.100000000000001,3.5,3.5,0.0,8.0,2.858,3.1,0.0,6.650000000000002
rzsm>0.9_pr>50,ssp245,2077,4,0,22,11,0,0,13,0,13,25,46,7,18,2,16,24,0,8,6,8,4,0,20,10,0,0,13,0,12,25,45,6,18,2,15,24,0,8,6,8,2,0,4,2,0,0,1,0,4,4,9,1,4,1,3,5,0,2,1,3,2,0,7,6,0,0,13,0,4,7,7,6,7,2,5,7,0,6,6,3,2.0,0.0,5.0,5.0,0.0,0.0,13.0,0.0,3.0,6.25,5.0,6.0,4.5,2.0,5.0,4.8,0.0,4.0,6.0,2.67,11.15,8.0,0.0,24.1,10.8,8.0,0.0,24.1,2.3,2.0,0.0,4.100000000000001,4.4,5.5,0.0,7.0,3.711,4.25,0.0,6.025
rzsm>0.9_pr>50,ssp245,2078,0,18,6,24,0,0,33,0,7,0,20,14,12,0,5,11,12,10,6,1,0,16,5,21,0,0,33,0,6,0,19,14,12,0,5,10,12,10,5,0,0,4,1,3,0,0,5,0,1,0,5,4,3,0,1,3,2,4,1,0,0,7,5,13,0,0,24,0,6,0,6,6,5,0,5,4,9,4,5,0,0.0,4.0,5.0,7.0,0.0,0.0,6.6,0.0,6.0,0.0,3.8,3.5,4.0,0.0,5.0,3.33,6.0,2.5,5.0,0.0,8.95,6.5,0.0,20.400000000000006,8.4,5.5,0.0,19.200000000000003,1.85,1.0,0.0,4.100000000000001,4.95,5.0,0.0,9.400000000000006,3.0865,3.65,0.0,6.0600000000000005
rzsm>0.9_pr>50,ssp245,2079,5,2,13,17,0,7,6,0,8,19,9,14,0,0,5,16,123,15,0,23,5,2,13,16,0,6,5,0,7,16,9,14,0,0,4,12,123,11,0,22,2,1,3,5,0,2,1,0,1,3,2,3,0,0,1,3,9,4,0,3,3,2,5,5,0,4,5,0,7,7,5,5,0,0,4,7,49,5,0,10,2.5,2.0,4.33,3.2,0.0,3.0,5.0,0.0,7.0,5.33,4.5,4.67,0.0,0.0,4.0,4.0,13.67,2.75,0.0,7.33,14.1,7.5,0.0,19.400000000000006,13.25,6.5,0.0,16.60000000000001,2.15,2.0,0.0,4.100000000000001,6.15,5.0,0.0,7.300000000000004,3.664,3.6,0.0,7.033
rzsm>0.9_pr>50,ssp245,2080,0,0,20,17,0,15,14,9,2,0,7,8,7,5,29,0,66,13,0,0,0,0,20,17,0,14,14,9,2,0,7,8,5,5,28,0,64,11,0,0,0,0,5,4,0,4,3,2,1,0,2,1,1,1,5,0,7,4,0,0,0,0,5,7,0,5,7,7,2,0,4,8,5,5,7,0,24,4,0,0,0.0,0.0,4.0,4.25,0.0,3.5,4.67,4.5,2.0,0.0,3.5,8.0,5.0,5.0,5.6,0.0,9.14,2.75,0.0,0.0,10.6,7.0,0.0,20.900000000000013,10.2,6.0,0.0,20.80000000000001,2.0,1.0,0.0,5.0,4.5,4.5,0.0,7.100000000000001,3.0955000000000004,3.5,0.0,5.840000000000003
rzsm>0.9_pr>50,ssp245,2081,10,0,15,12,0,4,12,0,16,18,10,13,10,18,11,0,211,23,4,16,10,0,13,11,0,4,11,0,14,18,9,12,9,18,9,0,209,23,3,15,2,0,3,3,0,1,3,0,3,2,2,3,3,4,3,0,10,5,1,3,6,0,6,5,0,4,5,0,6,11,6,5,5,6,5,0,43,6,3,5,5.0,0.0,4.33,3.67,0.0,4.0,3.67,0.0,4.67,9.0,4.5,4.0,3.0,4.5,3.0,0.0,20.9,4.6,3.0,5.0,20.15,11.5,0.0,18.500000000000007,19.4,10.5,0.0,18.500000000000007,2.55,3.0,0.0,4.100000000000001,6.35,5.0,0.0,6.500000000000007,4.3420000000000005,4.0,0.0,5.400000000000006
rzsm>0.9_pr>50,ssp245,2082,17,16,20,9,4,5,22,12,18,0,9,0,0,12,20,12,38,20,13,20,14,15,18,5,4,5,22,11,16,0,9,0,0,12,17,11,37,18,11,17,5,3,4,2,1,1,4,2,4,0,2,0,0,3,4,2,5,6,3,5,6,11,8,3,4,5,8,7,7,0,7,0,0,7,7,7,24,6,5,5,2.8,5.0,4.5,2.5,4.0,5.0,5.5,5.5,4.0,0.0,4.5,0.0,0.0,4.0,4.25,5.5,7.4,3.0,3.67,3.4,13.35,12.5,0.0,20.200000000000003,12.1,11.5,0.0,18.400000000000006,2.8,3.0,0.0,5.0,6.35,6.5,0.0,8.300000000000004,3.7260000000000004,4.0,0.0,5.5
rzsm>0.9_pr>50,ssp245,2083,17,1,16,13,13,20,4,5,0,11,5,14,6,12,6,8,9,12,21,0,14,0,14,12,13,20,4,5,0,11,5,12,6,12,5,7,9,11,19,0,4,0,3,2,3,4,1,1,0,2,2,3,2,2,2,1,1,2,4,0,7,0,7,7,6,6,4,5,0,7,3,7,4,7,3,7,9,7,7,0,3.5,0.0,4.67,6.0,4.33,5.0,4.0,5.0,0.0,5.5,2.5,4.0,3.0,6.0,2.5,7.0,9.0,5.5,4.75,0.0,9.65,10.0,0.9000000000000001,17.300000000000004,8.95,10.0,0.0,14.500000000000007,1.95,2.0,0.0,4.0,5.15,6.5,0.0,7.0,4.1125,4.5,0.0,6.100000000000001
rzsm>0.9_pr>50,ssp245,2084,26,9,20,0,0,7,26,38,2,10,6,0,4,7,0,12,61,18,56,7,25,8,17,0,0,7,26,38,2,9,6,0,4,6,0,11,60,18,53,7,6,2,3,0,0,2,7,7,1,2,3,0,1,1,0,2,6,3,8,3,9,6,7,0,0,5,7,10,2,6,2,0,4,6,0,6,19,7,18,3,4.17,4.0,5.67,0.0,0.0,3.5,3.71,5.43,2.0,4.5,2.0,0.0,4.0,6.0,0.0,5.5,10.0,6.0,6.62,2.33,15.45,8.0,0.0,39.800000000000026,14.85,7.5,0.0,39.50000000000002,2.85,2.0,0.0,7.0,5.85,6.0,0.0,10.800000000000011,3.7715000000000005,4.0,0.0,6.062000000000001
rzsm>0.9_pr>50,ssp245,2085,2,3,3,12,0,9,28,19,5,12,14,16,24,13,21,34,140,11,17,5,2,3,0,12,0,9,28,19,5,12,11,13,23,10,20,33,140,9,17,5,1,1,0,2,0,2,5,3,2,2,3,2,4,2,5,4,8,2,2,1,2,3,0,8,0,5,8,7,3,9,4,7,8,8,5,14,95,5,12,5,2.0,3.0,0.0,6.0,0.0,4.5,5.6,6.33,2.5,6.0,3.67,6.5,5.75,5.0,4.0,8.25,17.5,4.5,8.5,5.0,19.4,12.5,2.9000000000000004,28.60000000000001,18.55,11.5,1.8000000000000003,28.500000000000007,2.55,2.0,0.9000000000000001,5.0,10.4,6.0,1.8000000000000003,12.200000000000003,5.2299999999999995,5.0,1.8000000000000003,8.275
rzsm>0.9_pr>50,ssp245,2086,6,0,13,11,4,0,15,6,7,23,32,24,0,0,16,11,161,17,5,15,4,0,11,9,4,0,14,6,7,23,32,22,0,0,14,10,161,16,5,15,1,0,2,2,2,0,3,1,1,1,8,5,0,0,3,2,5,3,1,3,4,0,6,7,2,0,7,6,7,23,7,6,0,0,6,7,93,7,5,6,4.0,0.0,5.5,4.5,2.0,0.0,4.67,6.0,7.0,23.0,4.0,4.4,0.0,0.0,4.67,5.0,32.2,5.33,5.0,5.0,18.3,11.0,0.0,24.80000000000001,17.65,9.5,0.0,23.900000000000013,2.15,2.0,0.0,5.0,9.95,6.0,0.0,8.600000000000023,6.1135,4.67,0.0,8.600000000000023
rzsm>0.9_pr>50,ssp245,2087,4,7,5,4,1,5,4,0,22,30,5,13,22,6,0,10,167,22,0,5,4,6,4,3,0,5,4,0,22,28,5,11,21,6,0,8,167,22,0,5,1,2,2,1,0,1,1,0,4,3,1,2,4,1,0,1,10,5,0,1,4,4,2,3,0,5,4,0,7,14,5,6,7,6,0,8,51,7,0,5,4.0,3.0,2.0,3.0,0.0,5.0,4.0,0.0,5.5,9.33,5.0,5.5,5.25,6.0,0.0,8.0,16.7,4.4,0.0,5.0,16.6,5.0,0.0,22.80000000000001,16.05,5.0,0.0,22.60000000000001,2.0,1.0,0.0,4.100000000000001,6.9,5.0,0.0,8.600000000000009,4.5840000000000005,4.7,0.0,8.133000000000003
rzsm>0.9_pr>50,ssp245,2088,14,0,12,13,23,0,33,5,29,15,9,12,12,11,16,17,109,31,15,0,14,0,10,12,20,0,32,5,29,13,8,12,10,11,14,16,109,30,14,0,3,0,3,2,3,0,6,1,6,2,1,3,3,2,4,2,8,5,3,0,7,0,4,10,10,0,7,5,7,7,8,6,5,6,4,10,59,8,5,0,4.67,0.0,3.33,6.0,6.67,0.0,5.33,5.0,4.83,6.5,8.0,4.0,3.33,5.5,3.5,8.0,13.62,6.0,4.67,0.0,18.8,13.5,0.0,31.200000000000003,17.95,12.5,0.0,30.200000000000003,2.85,3.0,0.0,6.0,8.4,6.5,0.0,10.0,4.9475,4.915,0.0,8.0
rzsm>0.9_pr>50,ssp245,2089,24,0,25,20,0,0,2,3,7,40,27,0,9,0,21,16,190,0,1,0,21,0,24,19,0,0,2,3,6,39,25,0,9,0,18,14,189,0,0,0,5,0,6,6,0,0,1,1,2,6,6,0,2,0,4,4,6,0,0,0,5,0,7,6,0,0,2,3,4,9,7,0,5,0,9,6,53,0,0,0,4.2,0.0,4.0,3.17,0.0,0.0,2.0,3.0,3.0,6.5,4.17,0.0,4.5,0.0,4.5,3.5,31.5,0.0,0.0,0.0,19.25,5.0,0.0,28.30000000000002,18.45,4.5,0.0,26.40000000000002,2.45,1.5,0.0,6.0,5.8,3.5,0.0,9.0,3.7019999999999995,3.0,0.0,4.700000000000003
rzsm>0.9_pr>50,ssp245,2090,0,25,3,25,0,4,5,9,13,21,16,0,0,18,13,11,13,5,13,0,0,25,3,22,0,3,5,9,12,20,14,0,0,18,11,10,11,5,13,0,0,4,1,6,0,1,1,3,4,5,5,0,0,4,3,3,2,1,3,0,0,8,3,6,0,3,5,4,6,7,4,0,0,8,7,6,6,5,7,0,0.0,6.25,3.0,3.67,0.0,3.0,5.0,3.0,3.0,4.0,2.8,0.0,0.0,4.5,3.67,3.33,5.5,5.0,4.33,0.0,9.7,10.0,0.0,21.400000000000006,9.05,9.5,0.0,20.200000000000003,2.3,2.5,0.0,5.0,4.25,5.0,0.0,7.100000000000001,3.0025,3.165,0.0,5.050000000000001
rzsm>0.9_pr>50,ssp245,2091,21,1,0,15,0,3,17,2,5,0,3,24,0,20,3,31,0,23,10,1,21,0,0,14,0,2,16,2,5,0,3,23,0,19,2,30,0,23,10,0,7,0,0,3,0,1,4,1,1,0,1,5,0,4,1,5,0,4,2,0,7,0,0,6,0,2,7,2,5,0,3,6,0,7,2,19,0,7,7,0,3.0,0.0,0.0,4.67,0.0,2.0,4.0,2.0,5.0,0.0,3.0,4.6,0.0,4.75,2.0,6.0,0.0,5.75,5.0,0.0,8.95,3.0,0.0,23.1,8.5,2.5,0.0,23.0,1.95,1.0,0.0,5.0,4.0,2.5,0.0,7.0,2.5885000000000002,2.5,0.0,5.075000000000001
rzsm>0.9_pr>50,ssp245,2092,1,0,0,30,0,10,2,4,0,21,25,0,12,8,16,6,67,14,4,10,0,0,0,30,0,7,0,3,0,21,24,0,9,8,15,5,66,14,4,10,0,0,0,8,0,2,0,1,0,4,6,0,2,2,4,1,7,3,1,2,0,0,0,7,0,5,0,3,0,7,6,0,6,5,7,5,20,7,4,8,0.0,0.0,0.0,3.75,0.0,3.5,0.0,3.0,0.0,5.25,4.0,0.0,4.5,4.0,3.75,5.0,9.43,4.67,4.0,5.0,11.5,7.0,0.0,25.500000000000007,10.8,6.0,0.0,24.60000000000001,2.15,1.5,0.0,6.100000000000001,4.5,5.0,0.0,7.100000000000001,2.9925,3.75,0.0,5.025
rzsm>0.9_pr>50,ssp245,2093,5,0,3,14,0,19,18,20,0,17,32,0,0,6,5,33,136,26,18,16,5,0,3,14,0,18,18,20,0,15,31,0,0,6,4,31,135,25,18,15,2,0,1,3,0,3,3,6,0,3,5,0,0,1,1,6,9,5,4,3,3,0,3,7,0,6,9,7,0,7,10,0,0,6,4,14,33,7,7,7,2.5,0.0,3.0,4.67,0.0,6.0,6.0,3.33,0.0,5.0,6.2,0.0,0.0,6.0,4.0,5.17,15.0,5.0,4.5,5.0,18.4,15.0,0.0,32.1,17.9,14.5,0.0,31.0,2.75,3.0,0.0,6.0,6.5,6.5,0.0,10.400000000000006,4.0685,4.585,0.0,6.0200000000000005
rzsm>0.9_pr>50,ssp245,2094,11,0,12,10,0,13,39,12,1,7,11,0,0,5,7,29,34,11,32,10,11,0,10,10,0,12,39,12,0,6,9,0,0,3,7,28,34,9,31,10,2,0,3,2,0,3,7,3,0,2,2,0,0,1,2,6,3,2,5,2,6,0,5,5,0,6,7,5,0,4,5,0,0,3,4,6,18,6,15,5,5.5,0.0,3.33,5.0,0.0,4.0,5.57,4.0,0.0,3.0,4.5,0.0,0.0,3.0,3.5,4.67,11.33,4.5,6.2,5.0,12.2,10.5,0.0,32.2,11.55,9.5,0.0,31.300000000000004,2.25,2.0,0.0,5.100000000000001,5.0,5.0,0.0,7.800000000000011,3.655,4.0,0.0,5.633000000000001
rzsm>0.9_pr>50,ssp245,2095,0,8,0,21,0,0,0,10,6,3,10,5,0,5,4,13,7,22,18,5,0,7,0,20,0,0,0,10,6,0,10,5,0,5,3,13,7,21,18,5,0,1,0,4,0,0,0,2,1,0,2,1,0,1,1,3,1,4,4,1,0,7,0,7,0,0,0,6,6,0,5,5,0,5,3,6,7,7,9,5,0.0,7.0,0.0,5.0,0.0,0.0,0.0,5.0,6.0,0.0,5.0,5.0,0.0,5.0,3.0,4.33,7.0,5.25,4.5,5.0,6.85,5.0,0.0,18.300000000000004,6.5,5.0,0.0,18.200000000000003,1.3,1.0,0.0,4.0,3.9,5.0,0.0,7.0,3.354,4.75,0.0,6.100000000000001
rzsm>0.9_pr>50,ssp245,2096,12,16,17,2,0,0,18,0,3,0,11,0,7,2,13,3,0,25,12,16,10,15,17,2,0,0,16,0,3,0,9,0,7,0,12,2,0,23,12,16,3,2,4,1,0,0,5,0,1,0,2,0,2,0,3,1,0,5,2,3,6,8,6,2,0,0,5,0,3,0,7,0,5,0,7,2,0,6,8,9,3.33,7.5,4.25,2.0,0.0,0.0,3.2,0.0,3.0,0.0,4.5,0.0,3.5,0.0,4.0,2.0,0.0,4.6,6.0,5.33,7.85,5.0,0.0,17.1,7.2,5.0,0.0,16.1,1.7,1.5,0.0,4.100000000000001,3.7,4.0,0.0,8.0,2.6605,3.1,0.0,5.397000000000001
rzsm>0.9_pr>50,ssp245,2097,9,19,11,13,0,2,24,7,7,1,17,18,23,0,0,14,11,9,22,9,9,18,10,13,0,2,24,6,6,0,15,17,20,0,0,14,11,9,21,7,3,4,2,2,0,1,6,1,1,0,4,4,6,0,0,3,3,2,4,2,4,6,6,7,0,2,7,6,6,0,6,6,7,0,0,6,5,6,7,5,3.0,4.5,5.0,6.5,0.0,2.0,4.0,6.0,6.0,0.0,3.75,4.25,3.33,0.0,0.0,4.67,3.67,4.5,5.25,3.5,10.8,10.0,0.0,22.1,10.1,9.5,0.0,20.1,2.4,2.0,0.0,4.200000000000003,4.6,6.0,0.0,7.0,3.496,3.875,0.0,6.0
rzsm>0.9_pr>50,ssp245,2098,23,16,4,21,0,13,0,13,0,16,13,7,22,0,5,1,15,16,21,5,22,14,4,19,0,12,0,11,0,16,11,7,21,0,5,0,13,16,21,5,4,2,1,4,0,3,0,3,0,4,2,2,3,0,1,0,3,4,4,2,8,11,4,8,0,6,0,6,0,7,9,4,11,0,5,0,6,6,7,3,5.5,7.0,4.0,4.75,0.0,4.0,0.0,3.67,0.0,4.0,5.5,3.5,7.0,0.0,5.0,0.0,4.33,4.0,5.25,2.5,10.55,13.0,0.0,21.1,9.85,11.0,0.0,21.0,2.1,2.0,0.0,4.0,5.05,6.0,0.0,9.200000000000003,3.5,4.0,0.0,5.650000000000002
rzsm>0.9_pr>50,ssp245,2099,5,15,13,15,0,0,3,4,5,11,31,8,11,0,0,27,35,29,0,0,4,13,12,14,0,0,3,3,5,10,30,8,10,0,0,26,35,29,0,0,1,4,2,2,0,0,1,1,1,3,7,2,3,0,0,7,4,8,0,0,4,6,6,10,0,0,3,3,5,4,8,6,6,0,0,6,21,6,0,0,4.0,3.25,6.0,7.0,0.0,0.0,3.0,3.0,5.0,3.33,4.29,4.0,3.33,0.0,0.0,3.71,8.75,3.62,0.0,0.0,10.6,6.5,0.0,29.200000000000003,10.1,6.5,0.0,29.1,2.3,1.5,0.0,7.0,4.7,4.5,0.0,8.200000000000003,3.114,3.33,0.0,6.100000000000001
rzsm>0.9_pr>80,ssp245,2015,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.10000000000000142,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0
rzsm>0.9_pr>80,ssp245,2016,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.1000000000000014,0.45,0.0,0.0,2.1000000000000014,0.15,0.0,0.0,1.0,0.45,0.0,0.0,2.1000000000000014,0.45,0.0,0.0,2.1000000000000014
rzsm>0.9_pr>80,ssp245,2017,0,0,0,0,0,0,6,0,0,0,2,0,0,1,6,0,76,0,0,4,0,0,0,0,0,0,6,0,0,0,2,0,0,0,6,0,75,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,6,0,0,2,0,0,0,0,0,0,6,0,0,0,2,0,0,0,6,0,24,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,12.5,0.0,0.0,2.0,4.75,0.0,0.0,6.0,4.65,0.0,0.0,6.0,0.55,0.0,0.0,1.1000000000000014,2.0,0.0,0.0,6.0,1.425,0.0,0.0,6.0
rzsm>0.9_pr>80,ssp245,2018,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,1.1000000000000014,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0
