threshold,ssp,date,GFDL-ESM4_compound_day_total,GISS-E2-1-G_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,GISS-E2-1-G_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,GISS-E2-1-G_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.7_pr>50,ssp245,2042,16,17,7,14,8,12,5,12,0,14,17,2,16,22,7,26,264,17,16,11,14,16,7,14,8,12,4,12,0,13,15,2,14,21,7,25,263,15,16,9,4,4,2,3,2,3,2,3,0,4,6,1,4,6,2,7,8,3,3,2,7,7,4,8,6,6,2,5,0,5,4,2,6,6,5,7,206,7,6,7,3.5,4.0,3.5,4.67,4.0,4.0,2.0,4.0,0.0,3.25,2.5,2.0,3.5,3.5,3.5,3.57,32.88,5.0,5.33,4.5,25.15,14.0,4.7,22.400000000000006,24.35,13.5,3.8000000000000003,21.400000000000006,3.45,3.0,1.9000000000000001,6.100000000000001,15.3,6.0,2.0,7.100000000000001,4.96,3.535,2.0,5.033
rzsm>0.7_pr>50,ssp245,2043,35,29,0,15,0,13,24,8,23,18,12,9,8,11,8,21,75,7,18,5,31,26,0,13,0,12,22,8,22,16,12,8,6,10,8,19,74,5,16,5,7,6,0,2,0,2,5,3,5,5,3,2,2,2,2,3,3,1,4,1,7,7,0,8,0,6,6,3,7,6,6,4,3,6,6,10,45,5,7,5,4.43,4.33,0.0,6.5,0.0,6.0,4.4,2.67,4.4,3.2,4.0,4.0,3.0,5.0,4.0,6.33,24.67,5.0,4.0,5.0,16.95,12.5,4.500000000000001,29.60000000000001,15.65,12.0,4.500000000000001,26.500000000000007,2.9,2.5,0.9000000000000001,5.100000000000001,7.35,6.0,2.7,8.200000000000003,5.0465,4.365,2.4030000000000005,6.347
rzsm>0.7_pr>50,ssp245,2044,8,15,21,14,0,1,6,3,21,16,0,34,13,15,14,24,277,15,1,5,6,14,21,13,0,0,4,3,18,15,0,34,12,14,14,24,277,14,0,2,2,2,5,4,0,0,2,1,4,3,0,8,3,2,2,5,3,4,0,1,4,9,6,6,0,0,2,3,7,7,0,7,6,7,8,8,248,4,0,2,3.0,7.0,4.2,3.25,0.0,0.0,2.0,3.0,4.5,5.0,0.0,4.25,4.0,7.0,7.0,4.8,92.33,3.5,0.0,2.0,25.15,14.0,0.9000000000000001,25.000000000000014,24.25,13.5,0.0,25.000000000000014,2.55,2.0,0.0,5.0,16.7,6.0,0.0,8.100000000000001,7.841499999999999,3.75,0.0,7.0
rzsm>0.7_pr>50,ssp245,2045,8,1,36,7,0,18,28,27,6,38,2,10,1,18,9,5,249,8,10,22,6,0,36,6,0,17,25,27,6,35,0,8,0,16,9,3,249,8,8,21,1,0,6,2,0,3,7,6,2,8,0,2,0,3,3,1,3,2,1,4,6,0,9,4,0,8,7,6,4,8,0,6,0,6,5,3,216,6,8,7,6.0,0.0,6.0,3.0,0.0,5.67,3.57,4.5,3.0,4.38,0.0,4.0,0.0,5.33,3.0,3.0,83.0,4.0,8.0,5.25,25.15,9.5,1.0,36.2,24.0,8.0,0.0,35.1,2.7,2.0,0.0,6.100000000000001,15.45,6.0,0.0,8.100000000000001,7.584999999999999,4.0,0.0,6.200000000000003
rzsm>0.7_pr>50,ssp245,2046,18,0,24,0,0,31,0,20,1,20,14,9,13,37,1,8,168,17,13,45,18,0,23,0,0,31,0,20,0,18,12,9,8,37,0,8,168,15,13,44,3,0,6,0,0,6,0,4,0,7,2,3,2,6,0,2,6,3,3,8,8,0,7,0,0,6,0,10,0,4,7,5,5,8,0,6,84,7,6,7,6.0,0.0,3.83,0.0,0.0,5.17,0.0,5.0,0.0,2.57,6.0,3.0,4.0,6.17,0.0,4.0,28.0,5.0,4.33,5.5,21.95,13.5,0.0,37.80000000000001,21.2,12.5,0.0,37.70000000000001,3.05,3.0,0.0,6.100000000000001,8.5,6.0,0.0,8.200000000000003,4.4285000000000005,4.0,0.0,6.017
rzsm>0.7_pr>50,ssp245,2047,3,25,26,21,6,8,13,14,2,14,18,4,7,14,8,5,71,27,13,12,0,25,24,20,5,6,13,13,2,14,17,3,5,13,8,2,69,27,12,11,0,6,8,4,2,1,3,4,1,3,4,1,2,4,2,1,6,6,3,3,0,7,6,10,3,6,6,6,2,6,8,3,3,4,4,2,25,7,7,7,0.0,4.17,3.0,5.0,2.5,6.0,4.33,3.25,2.0,4.67,4.25,3.0,2.5,3.25,4.0,2.0,11.5,4.5,4.0,3.67,15.55,13.0,3.9000000000000004,26.1,14.45,12.5,2.0,25.200000000000003,3.2,3.0,1.0,6.0,6.1,6.0,2.0,8.200000000000003,3.8795,3.835,2.0,5.100000000000001
rzsm>0.7_pr>50,ssp245,2048,21,18,17,0,21,18,28,11,0,5,7,10,9,30,14,10,89,13,15,10,21,16,17,0,21,18,28,11,0,5,6,9,7,27,13,9,88,12,15,10,3,3,3,0,5,6,4,3,0,1,3,2,2,4,4,2,4,3,3,2,8,9,6,0,13,6,17,7,0,5,2,6,5,9,5,6,76,8,7,8,7.0,5.33,5.67,0.0,4.2,3.0,7.0,3.67,0.0,5.0,2.0,4.5,3.5,6.75,3.25,4.5,22.0,4.0,5.0,5.0,17.3,13.5,4.500000000000001,28.200000000000003,16.65,12.5,4.500000000000001,27.1,2.85,3.0,0.9000000000000001,4.100000000000001,10.15,6.5,1.8000000000000003,13.400000000000006,5.0685,4.5,1.8000000000000003,7.0
rzsm>0.7_pr>50,ssp245,2049,18,14,24,16,1,1,15,15,8,13,1,27,17,11,11,15,175,21,11,7,17,14,20,16,0,0,12,14,8,10,0,26,17,8,9,14,175,18,11,5,3,4,5,3,0,0,1,3,2,4,0,4,5,3,2,4,5,4,2,1,8,7,7,7,0,0,12,6,6,4,0,7,5,3,7,5,139,7,6,5,5.67,3.5,4.0,5.33,0.0,0.0,12.0,4.67,4.0,2.5,0.0,6.5,3.4,2.67,4.5,3.5,35.0,4.5,5.5,5.0,21.05,14.5,1.0,24.300000000000004,19.7,13.0,0.0,20.60000000000001,2.75,3.0,0.0,5.0,12.05,6.0,0.0,8.400000000000006,5.612,4.25,0.0,7.050000000000008
rzsm>0.7_pr>50,ssp245,2050,15,17,16,21,5,14,1,6,16,24,11,0,8,21,1,8,85,10,13,13,14,14,14,19,5,14,0,6,16,23,9,0,8,21,0,6,83,9,12,13,3,2,4,4,2,4,0,2,4,5,2,0,1,4,0,2,7,2,4,2,5,9,7,7,3,5,0,4,5,7,5,0,8,7,0,4,44,6,4,9,4.67,7.0,3.5,4.75,2.5,3.5,0.0,3.0,4.0,4.6,4.5,0.0,8.0,5.25,0.0,3.0,11.86,4.5,3.0,6.5,15.25,13.0,1.0,21.300000000000004,14.3,12.5,0.0,21.200000000000003,2.7,2.0,0.0,4.100000000000001,6.95,5.0,0.0,9.0,4.2065,4.25,0.0,7.100000000000001
rzsm>0.7_pr>50,ssp245,2051,16,21,17,22,16,9,0,0,14,24,13,15,14,8,2,0,20,10,6,4,14,21,17,22,16,8,0,0,12,24,9,14,14,8,0,0,18,10,6,4,3,5,4,4,5,4,0,0,3,4,3,5,3,3,0,0,3,3,1,1,7,6,7,11,6,2,0,0,7,8,4,5,6,4,0,0,10,6,6,4,4.67,4.2,4.25,5.5,3.2,2.0,0.0,0.0,4.0,6.0,3.0,2.8,4.67,2.67,0.0,0.0,6.0,3.33,6.0,4.0,11.55,13.5,0.0,21.1,10.85,11.0,0.0,21.1,2.7,3.0,0.0,5.0,4.95,6.0,0.0,8.200000000000003,3.3145,3.665,0.0,6.0
rzsm>0.7_pr>50,ssp245,2052,19,11,22,15,6,3,5,15,21,19,12,1,6,18,10,10,81,15,15,36,17,10,21,15,6,3,5,15,18,18,12,0,4,17,10,10,81,15,15,33,5,2,4,3,1,1,2,3,4,5,3,0,1,4,2,3,2,3,4,6,6,7,7,7,6,3,3,7,7,6,5,0,4,9,7,6,66,7,7,14,3.4,5.0,5.25,5.0,6.0,3.0,2.5,5.0,4.5,3.6,4.0,0.0,4.0,4.25,5.0,3.33,40.5,5.0,3.75,5.5,17.0,15.0,4.800000000000001,23.40000000000002,16.25,15.0,3.9000000000000004,22.200000000000017,2.9,3.0,1.0,5.0,9.2,7.0,3.0,9.500000000000007,5.929,4.375,2.95,5.550000000000001
rzsm>0.7_pr>50,ssp245,2053,24,27,19,17,0,6,14,27,2,29,18,11,7,19,2,15,129,4,26,22,24,25,16,17,0,5,13,26,2,29,14,11,7,16,2,15,129,4,25,20,5,4,6,4,0,1,3,4,1,6,3,3,1,3,1,6,9,2,5,4,8,13,4,6,0,5,6,13,2,10,7,5,7,6,2,4,29,2,8,7,4.8,6.25,2.67,4.25,0.0,5.0,4.33,6.5,2.0,4.83,4.67,3.67,7.0,5.33,2.0,2.5,14.33,2.0,5.0,5.0,20.9,17.5,2.0,27.200000000000003,20.0,15.5,2.0,26.300000000000004,3.55,3.5,1.0,6.0,7.2,6.0,2.0,13.0,4.6065,4.734999999999999,2.0,6.550000000000001
rzsm>0.7_pr>50,ssp245,2054,20,0,10,31,0,20,4,5,5,8,0,13,23,22,10,12,40,22,9,15,17,0,10,29,0,19,4,5,5,8,0,10,20,22,9,11,39,22,8,13,3,0,2,5,0,3,1,1,1,3,0,3,7,6,3,3,5,5,2,3,7,0,6,11,0,7,4,5,5,3,0,5,5,6,3,4,15,7,5,6,5.67,0.0,5.0,5.8,0.0,6.33,4.0,5.0,5.0,2.67,0.0,3.33,2.86,3.67,3.0,3.67,7.8,4.4,4.0,4.33,13.45,11.0,0.0,23.80000000000001,12.55,10.0,0.0,22.70000000000001,2.8,3.0,0.0,5.100000000000001,5.2,5.0,0.0,7.400000000000006,3.8265000000000002,4.0,0.0,5.853000000000001
rzsm>0.7_pr>50,ssp245,2055,9,9,10,17,1,15,13,8,5,27,6,28,19,0,29,6,231,7,23,32,6,9,10,17,0,15,11,8,4,27,4,25,15,0,28,5,230,7,22,29,2,4,2,3,0,5,3,1,1,5,1,5,4,0,5,1,6,2,4,6,4,3,5,6,0,5,5,8,4,7,4,7,7,0,8,5,137,5,10,7,3.0,2.25,5.0,5.67,0.0,3.0,3.67,8.0,4.0,5.4,4.0,5.0,3.75,0.0,5.6,5.0,38.33,3.5,5.5,4.83,24.75,11.5,4.6000000000000005,29.300000000000004,23.6,10.5,3.6000000000000005,28.1,3.0,3.0,0.9000000000000001,5.100000000000001,11.85,5.0,2.7,8.200000000000003,5.775,4.415,2.0250000000000004,5.903000000000003
rzsm>0.7_pr>50,ssp245,2056,29,9,18,13,4,1,16,17,6,13,17,3,37,11,15,9,307,12,18,47,29,9,18,13,3,0,15,16,6,13,16,2,34,11,12,8,307,12,17,45,6,2,5,2,1,0,3,4,1,4,3,1,10,3,3,1,3,3,4,10,7,5,7,8,3,0,6,5,6,6,7,2,5,5,7,8,255,8,9,13,4.83,4.5,3.6,6.5,3.0,0.0,5.0,4.0,6.0,3.25,5.33,2.0,3.4,3.67,4.0,8.0,102.33,4.0,4.25,4.5,30.1,14.0,3.9000000000000004,38.000000000000014,29.3,13.0,2.9000000000000004,35.100000000000016,3.45,3.0,1.0,6.400000000000006,18.6,6.5,2.9000000000000004,9.400000000000006,9.108,4.125,2.9000000000000004,6.650000000000002
rzsm>0.7_pr>50,ssp245,2057,27,22,22,8,10,2,19,2,10,0,0,0,4,6,1,17,360,5,15,25,26,21,21,8,8,0,19,0,9,0,0,0,4,5,0,15,359,4,14,25,6,3,5,3,2,0,3,0,2,0,0,0,2,1,0,3,2,2,2,6,7,9,6,3,6,0,8,0,5,0,0,0,2,5,0,7,275,2,7,5,4.33,7.0,4.2,2.67,4.0,0.0,6.33,0.0,4.5,0.0,0.0,0.0,2.0,5.0,0.0,5.0,179.5,2.0,7.0,4.17,27.75,9.0,0.0,25.200000000000003,26.9,8.0,0.0,25.1,2.1,2.0,0.0,5.100000000000001,17.35,5.0,0.0,8.100000000000001,11.885,4.085,0.0,7.0
rzsm>0.7_pr>50,ssp245,2058,23,11,4,17,2,12,12,5,19,28,0,8,10,16,11,28,216,13,27,0,22,11,4,17,0,11,12,5,19,25,0,6,8,15,11,25,216,12,26,0,4,2,2,3,0,2,3,1,4,5,0,2,2,3,2,5,11,3,6,0,13,6,2,8,0,7,5,5,6,9,0,4,5,9,6,7,62,6,7,0,5.5,5.5,2.0,5.67,0.0,5.5,4.0,5.0,4.75,5.0,0.0,3.0,4.0,5.0,5.5,5.0,19.64,4.0,4.33,0.0,23.1,12.0,1.8000000000000003,28.0,22.25,11.5,0.0,25.1,3.0,2.5,0.0,5.100000000000001,8.35,6.0,0.0,9.400000000000006,4.6695,4.875,0.0,5.517
rzsm>0.7_pr>50,ssp245,2059,13,18,14,21,1,18,1,1,21,25,26,0,0,16,8,4,182,37,9,28,12,18,12,20,0,17,0,0,18,23,25,0,0,14,6,3,182,37,8,27,3,3,4,6,0,4,0,0,5,3,6,0,0,4,1,1,9,10,2,8,6,7,5,7,0,7,0,0,7,14,6,0,0,6,6,3,66,7,5,8,4.0,6.0,3.0,3.33,0.0,4.25,0.0,0.0,3.6,7.67,4.17,0.0,0.0,3.5,6.0,3.0,20.22,3.7,4.0,3.38,22.15,15.0,0.9000000000000001,28.900000000000013,21.1,13.0,0.0,28.000000000000014,3.45,3.0,0.0,8.100000000000001,8.0,6.0,0.0,8.600000000000009,3.9910000000000005,3.55,0.0,6.1670000000000025
rzsm>0.7_pr>50,ssp245,2060,9,34,11,17,7,21,0,23,3,5,12,3,0,21,18,0,153,22,15,12,8,33,8,17,7,20,0,22,2,5,11,0,0,21,15,0,152,21,14,12,3,8,3,3,1,5,0,6,1,1,2,0,0,4,4,0,6,4,4,3,4,8,4,8,7,7,0,6,2,5,9,0,0,7,5,0,52,7,4,5,2.67,4.12,2.67,5.67,7.0,4.0,0.0,3.67,2.0,5.0,5.5,0.0,0.0,5.25,3.75,0.0,25.33,5.25,3.5,4.0,19.3,12.0,0.0,24.100000000000016,18.4,11.5,0.0,23.100000000000016,2.9,3.0,0.0,6.0,7.0,5.0,0.0,8.100000000000001,4.468999999999999,3.875,0.0,5.803000000000002
rzsm>0.7_pr>50,ssp245,2061,1,10,10,27,0,18,18,15,9,16,19,11,7,22,15,4,132,25,22,35,0,8,10,25,0,17,17,15,9,15,19,10,7,20,14,4,131,24,22,33,0,2,3,5,0,3,3,4,2,3,4,4,2,3,3,1,8,5,5,7,0,5,6,7,0,7,7,7,7,6,9,4,4,15,7,4,34,8,7,7,0.0,4.0,3.33,5.0,0.0,5.67,5.67,3.75,4.5,5.0,4.75,2.5,3.5,6.67,4.67,4.0,16.38,4.8,4.4,4.71,20.8,15.5,3.7,27.80000000000001,20.0,15.0,3.6000000000000005,25.80000000000001,3.35,3.0,0.9000000000000001,5.200000000000003,7.55,7.0,3.6000000000000005,9.600000000000009,4.665,4.585,2.2500000000000004,5.770000000000001
rzsm>0.7_pr>50,ssp245,2062,10,2,12,10,23,9,31,18,19,36,4,9,1,41,21,35,166,12,4,16,9,2,12,10,22,8,31,17,18,34,4,6,0,40,21,32,166,12,4,16,2,1,2,3,5,2,6,4,6,7,1,2,0,8,5,7,8,3,1,3,7,2,7,5,7,6,7,7,6,7,4,3,0,7,7,11,56,5,4,7,4.5,2.0,6.0,3.33,4.4,4.0,5.17,4.25,3.0,4.86,4.0,3.0,0.0,5.0,4.2,4.57,20.75,4.0,4.0,5.33,23.95,14.0,3.8000000000000003,36.50000000000001,23.2,14.0,3.8000000000000003,34.60000000000001,3.8,3.0,1.0,7.100000000000001,8.25,7.0,2.9000000000000004,7.400000000000006,4.818,4.225,2.9000000000000004,5.397000000000001
rzsm>0.7_pr>50,ssp245,2063,33,7,1,15,0,19,8,7,1,18,27,6,6,9,32,22,199,14,3,15,32,5,0,13,0,19,7,6,0,18,24,6,3,8,29,20,199,13,3,14,6,2,0,4,0,4,1,2,0,4,6,2,1,2,7,4,7,4,1,2,7,3,0,5,0,6,7,3,0,10,6,4,3,6,7,6,68,7,3,12,5.33,2.5,0.0,3.25,0.0,4.75,7.0,3.0,0.0,4.5,4.0,3.0,3.0,4.0,4.14,5.0,28.43,3.25,3.0,7.0,22.1,11.5,1.0,32.1,20.95,10.5,0.0,29.300000000000004,2.95,2.0,0.0,6.100000000000001,8.15,6.0,0.0,10.200000000000003,4.7575,3.625,0.0,7.0
rzsm>0.7_pr>50,ssp245,2064,4,2,6,3,3,21,9,2,19,14,10,32,11,29,23,5,197,4,11,16,2,2,6,0,3,20,8,2,19,13,10,32,11,29,20,5,196,3,9,14,1,1,1,0,1,5,2,1,5,4,3,6,2,5,5,2,6,1,2,3,2,2,6,0,3,5,4,2,6,5,5,7,6,10,7,3,106,3,5,5,2.0,2.0,6.0,0.0,3.0,4.0,4.0,2.0,3.8,3.25,3.33,5.33,5.5,5.8,4.0,2.5,32.67,3.0,4.5,4.67,21.05,10.5,2.9000000000000004,29.300000000000004,20.2,9.5,2.0,29.300000000000004,2.8,2.0,1.0,5.100000000000001,9.6,5.0,2.0,7.300000000000004,5.067500000000001,3.9,2.0,5.82
rzsm>0.7_pr>50,ssp245,2065,23,9,6,22,8,19,25,8,11,14,12,9,4,11,3,6,18,24,19,23,22,9,6,22,7,18,24,7,10,14,11,9,2,9,3,4,18,23,18,23,4,2,1,6,1,4,5,2,2,3,5,2,1,4,1,1,3,6,5,5,7,7,6,6,7,6,7,5,7,8,3,5,2,3,3,4,14,12,6,7,5.5,4.5,6.0,3.67,7.0,4.5,4.8,3.5,5.0,4.67,2.2,4.5,2.0,2.25,3.0,4.0,6.0,3.83,3.6,4.6,13.7,11.5,5.800000000000001,23.1,12.95,10.5,3.9000000000000004,23.0,3.15,3.0,1.0,5.100000000000001,6.25,6.0,3.0,8.400000000000006,4.255999999999999,4.5,2.245,6.0
rzsm>0.7_pr>50,ssp245,2066,20,22,7,23,0,2,15,0,28,22,14,28,8,40,2,21,65,6,0,19,19,21,6,23,0,0,15,0,28,21,14,28,7,38,2,19,65,6,0,18,6,4,1,4,0,0,3,0,6,5,5,4,2,9,1,3,2,1,0,4,4,7,6,7,0,0,6,0,7,5,4,15,4,6,2,9,61,6,0,7,3.17,5.25,6.0,5.75,0.0,0.0,5.0,0.0,4.67,4.2,2.8,7.0,3.5,4.22,2.0,6.33,32.5,6.0,0.0,4.5,17.1,17.0,0.0,29.200000000000017,16.5,16.5,0.0,29.000000000000014,3.0,3.0,0.0,6.0,7.8,6.0,0.0,9.600000000000009,5.1445,4.359999999999999,0.0,6.397000000000001
rzsm>0.7_pr>50,ssp245,2067,20,12,27,1,22,13,3,0,26,11,4,8,5,25,4,7,145,7,9,19,19,11,26,0,20,12,2,0,25,10,4,7,4,25,4,4,145,7,9,18,3,2,5,0,7,3,1,0,6,2,1,2,1,5,1,1,4,1,1,4,7,7,7,0,6,6,2,0,7,7,4,4,4,6,4,4,86,7,9,5,6.33,5.5,5.2,0.0,2.86,4.0,2.0,0.0,4.17,5.0,4.0,3.5,4.0,5.0,4.0,4.0,36.25,7.0,9.0,4.5,18.4,10.0,2.8000000000000003,26.1,17.6,9.5,1.8000000000000003,25.1,2.5,2.0,0.9000000000000001,5.100000000000001,9.1,6.0,1.8000000000000003,7.200000000000003,5.8155,4.085,1.8000000000000003,7.200000000000003
rzsm>0.7_pr>50,ssp245,2068,34,21,12,17,5,32,13,0,7,13,13,14,11,2,3,9,210,0,5,50,34,21,11,17,4,31,12,0,7,11,13,14,10,2,2,8,210,0,5,48,7,3,3,3,2,7,3,0,2,2,3,4,2,1,1,2,10,0,1,10,7,10,5,7,2,7,7,0,5,9,6,6,8,2,2,6,54,0,5,14,4.86,7.0,3.67,5.67,2.0,4.43,4.0,0.0,3.5,5.5,4.33,3.5,5.0,2.0,2.0,4.0,21.0,0.0,5.0,4.8,23.55,12.5,1.8000000000000003,35.60000000000002,23.0,11.0,1.8000000000000003,35.40000000000002,3.3,2.5,0.9000000000000001,7.300000000000004,8.1,6.0,1.8000000000000003,10.400000000000006,4.6129999999999995,4.165,1.8000000000000003,5.803000000000002
rzsm>0.7_pr>50,ssp245,2069,25,16,6,19,8,16,17,7,4,30,40,25,18,5,5,8,190,9,10,32,25,15,6,18,8,16,17,4,4,30,39,24,17,5,0,7,189,9,10,30,5,4,2,4,3,3,3,2,2,7,8,5,3,1,0,2,10,2,2,5,6,5,3,8,4,6,7,2,2,7,10,8,7,5,0,5,65,5,7,7,5.0,3.75,3.0,4.5,2.67,5.33,5.67,2.0,2.0,4.29,4.88,4.8,5.67,5.0,0.0,3.5,18.9,4.5,5.0,6.0,24.5,16.0,5.0,32.80000000000001,23.65,15.5,4.0,30.900000000000013,3.65,3.0,1.9000000000000001,7.100000000000001,8.45,6.0,2.0,8.200000000000003,4.823,4.65,2.0,5.703
rzsm>0.7_pr>50,ssp245,2070,29,3,18,17,10,24,17,11,6,57,17,8,24,7,5,19,117,7,13,19,28,0,17,16,10,23,16,11,5,56,16,8,24,6,4,17,116,6,11,15,5,0,4,4,2,5,5,3,1,11,4,2,5,1,2,5,7,1,3,4,8,0,6,10,7,7,7,5,5,11,6,6,6,6,2,6,55,6,6,6,5.6,0.0,4.25,4.0,5.0,4.6,3.2,3.67,5.0,5.09,4.0,4.0,4.8,6.0,2.0,3.4,16.57,6.0,3.67,3.75,21.4,17.0,5.9,31.80000000000004,20.25,15.5,4.9,30.80000000000004,3.7,4.0,1.0,5.200000000000003,8.55,6.0,4.7,10.100000000000001,4.73,4.125,3.0800000000000005,6.0
rzsm>0.7_pr>50,ssp245,2071,25,9,17,15,0,15,12,7,12,30,26,7,13,5,6,41,256,16,23,23,23,9,15,14,0,13,11,7,10,29,25,6,12,5,6,40,256,13,23,22,5,3,3,3,0,3,3,1,2,6,5,1,3,1,1,8,7,4,4,5,7,4,7,9,0,5,7,7,8,11,7,6,7,5,6,8,125,5,6,6,4.6,3.0,5.0,4.67,0.0,4.33,3.67,7.0,5.0,4.83,5.0,6.0,4.0,5.0,6.0,5.0,36.57,3.25,5.75,4.4,27.9,15.0,5.9,31.100000000000016,26.95,13.0,5.9,30.100000000000016,3.4,3.0,1.0,6.100000000000001,12.3,7.0,4.9,9.200000000000003,6.153499999999999,4.915,3.225,6.100000000000001
rzsm>0.7_pr>50,ssp245,2072,15,15,24,15,14,4,24,9,4,12,18,6,10,7,0,9,166,26,30,2,14,15,21,14,14,4,24,9,3,11,17,5,9,7,0,7,164,24,29,0,4,3,6,4,2,2,4,2,1,2,5,1,3,2,0,1,10,3,6,0,6,7,7,5,10,2,12,6,3,6,6,5,4,4,0,7,46,11,8,0,3.5,5.0,3.5,3.5,7.0,2.0,6.0,4.5,3.0,5.5,3.4,5.0,3.0,3.5,0.0,7.0,16.4,8.0,4.83,0.0,20.5,13.0,3.8000000000000003,26.400000000000006,19.55,12.5,2.7,24.500000000000007,3.05,2.5,0.9000000000000001,6.0,7.75,6.0,1.8000000000000003,11.100000000000001,4.7315000000000005,4.0,1.8000000000000003,7.100000000000001
rzsm>0.7_pr>50,ssp245,2073,0,11,47,11,0,4,41,21,0,17,2,9,27,32,36,9,362,22,40,7,0,11,46,10,0,3,38,21,0,17,0,8,24,30,34,9,362,20,38,3,0,2,8,3,0,1,8,4,0,3,0,2,4,8,8,2,2,7,7,1,0,6,13,6,0,3,7,7,0,8,0,6,7,7,7,6,249,5,12,3,0.0,5.5,5.75,3.33,0.0,3.0,4.75,5.25,0.0,5.67,0.0,4.0,6.0,3.75,4.25,4.5,181.0,2.86,5.43,3.0,34.9,14.0,0.0,41.60000000000001,33.7,14.0,0.0,38.80000000000001,3.5,2.5,0.0,8.0,17.6,6.0,0.0,12.100000000000001,12.402000000000001,4.125,0.0,5.775
