threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,INM-CM5-0_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,EC-Earth3_compound_day_total,CNRM-ESM2-1_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,MRI-ESM2-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,INM-CM5-0_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,EC-Earth3_compound_event_total,CNRM-ESM2-1_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,MRI-ESM2-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,INM-CM5-0_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,EC-Earth3_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,INM-CM5-0_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,EC-Earth3_compound_duration_max,CNRM-ESM2-1_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,MRI-ESM2-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,INM-CM5-0_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,EC-Earth3_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.9_pr>50,ssp245,2092,3,0,22,0,4,56,15,2,0,5,16,34,6,2,12,23,81,28,11,2,2,0,22,0,4,56,14,2,0,5,16,34,5,2,12,21,81,27,11,2,1,0,5,0,1,8,3,1,0,1,2,4,2,1,3,4,1,2,3,1,2,0,8,0,4,14,6,2,0,5,10,13,3,2,6,9,81,20,5,2,2.0,0.0,4.4,0.0,4.0,7.0,4.67,2.0,0.0,5.0,8.0,8.5,2.5,2.0,4.0,5.25,81.0,13.5,3.67,2.0,16.1,8.5,0.0,36.20000000000003,15.8,8.0,0.0,36.20000000000003,2.15,1.5,0.0,4.100000000000001,9.6,5.0,0.0,14.600000000000009,7.974499999999999,4.0,0.0,9.000000000000007
rzsm>0.9_pr>50,ssp245,2093,4,0,6,18,20,67,35,18,3,10,9,36,26,13,30,64,21,2,10,2,4,0,6,18,18,67,32,18,2,9,8,36,26,13,30,64,21,2,10,0,1,0,1,3,4,7,4,3,1,2,2,3,5,2,4,7,3,1,1,0,4,0,6,8,10,22,21,9,2,7,5,19,8,8,11,17,15,2,10,0,4.0,0.0,6.0,6.0,4.5,9.57,8.0,6.0,2.0,4.5,4.0,12.0,5.2,6.5,7.5,9.14,7.0,2.0,10.0,0.0,19.7,15.5,2.0,38.80000000000004,19.2,15.5,1.8000000000000003,38.80000000000004,2.7,2.5,0.9000000000000001,5.200000000000003,9.2,8.0,1.8000000000000003,19.200000000000003,5.6955,6.0,1.8000000000000003,9.613000000000001
rzsm>0.9_pr>50,ssp245,2094,22,2,12,10,17,37,10,16,0,40,22,22,19,0,49,32,39,8,24,9,21,0,12,9,17,37,10,16,0,40,22,22,19,0,48,32,39,8,24,9,5,0,2,2,2,4,2,2,0,5,2,4,3,0,6,7,3,1,3,2,7,0,8,6,10,15,5,8,0,12,17,12,7,0,14,7,32,8,14,5,4.2,0.0,6.0,4.5,8.5,9.25,5.0,8.0,0.0,8.0,11.0,5.5,6.33,0.0,8.0,4.57,13.0,8.0,8.0,4.5,19.5,18.0,1.8000000000000003,39.1,19.25,18.0,0.0,39.1,2.75,2.0,0.0,5.100000000000001,9.35,8.0,0.0,15.200000000000003,6.1175,6.165,0.0,9.425000000000002
rzsm>0.9_pr>50,ssp245,2095,54,14,7,4,25,44,20,18,4,5,14,33,11,15,28,0,92,16,38,16,52,14,7,4,24,44,20,18,4,5,14,32,11,15,28,0,92,16,36,16,6,2,2,2,3,3,3,2,2,2,2,4,2,3,3,0,6,3,5,3,16,7,5,2,14,24,11,16,2,3,9,9,6,7,16,0,66,9,10,7,8.67,7.0,3.5,2.0,8.0,14.67,6.67,9.0,2.0,2.5,7.0,8.0,5.5,5.0,9.33,0.0,15.33,5.33,7.2,5.33,22.9,16.0,4.0,45.000000000000014,22.6,16.0,4.0,44.80000000000001,2.9,3.0,2.0,5.100000000000001,11.95,9.0,2.0,16.80000000000001,6.6015,6.835,2.0,9.864000000000008
rzsm>0.9_pr>50,ssp245,2096,0,4,0,14,0,35,40,38,0,5,48,44,63,18,14,2,60,1,33,0,0,4,0,14,0,35,40,38,0,5,48,43,60,18,14,2,60,0,33,0,0,1,0,2,0,3,5,7,0,1,4,5,6,3,2,1,5,0,6,0,0,4,0,10,0,13,12,10,0,5,20,13,20,9,7,2,42,0,16,0,0.0,4.0,0.0,7.0,0.0,11.67,8.0,5.43,0.0,5.0,12.0,8.6,10.0,6.0,7.0,2.0,12.0,0.0,5.5,0.0,20.95,14.0,0.0,49.20000000000002,20.7,14.0,0.0,49.20000000000002,2.55,2.0,0.0,6.0,9.15,8.0,0.0,20.0,5.21,5.465,0.0,11.703000000000001
rzsm>0.9_pr>50,ssp245,2097,21,15,17,0,34,28,20,42,0,27,0,23,30,7,0,5,49,7,18,11,21,15,17,0,33,27,20,42,0,26,0,23,28,7,0,5,48,7,18,11,2,2,4,0,3,3,4,4,0,5,0,5,5,2,0,1,2,1,3,1,14,11,6,0,22,14,8,18,0,11,0,7,7,4,0,5,38,7,7,11,10.5,7.5,4.25,0.0,11.0,9.0,5.0,10.5,0.0,5.2,0.0,4.6,5.6,3.5,0.0,5.0,24.0,7.0,6.0,11.0,17.7,17.5,0.0,34.80000000000001,17.4,17.5,0.0,33.90000000000001,2.35,2.0,0.0,5.0,9.5,7.0,0.0,18.400000000000006,6.482499999999999,5.4,0.0,11.0
rzsm>0.9_pr>50,ssp245,2098,49,15,9,24,16,11,0,14,6,43,20,39,26,13,5,8,32,0,6,38,49,15,9,24,16,11,0,14,6,43,20,38,25,13,5,8,31,0,6,38,5,1,2,2,2,2,0,3,2,4,1,4,3,3,1,1,3,0,1,6,16,15,5,12,9,7,0,6,4,17,20,18,15,6,5,8,26,0,6,10,9.8,15.0,4.5,12.0,8.0,5.5,0.0,4.67,3.0,10.75,20.0,9.5,8.33,4.33,5.0,8.0,10.33,0.0,6.0,6.33,18.7,14.5,4.500000000000001,39.400000000000006,18.55,14.5,4.500000000000001,38.50000000000001,2.3,2.0,0.9000000000000001,4.100000000000001,10.25,8.5,3.6000000000000005,18.200000000000003,7.552000000000001,7.165,2.7,12.300000000000004
rzsm>0.9_pr>50,ssp245,2099,0,16,28,15,5,19,6,0,5,20,19,7,13,40,9,30,26,13,6,15,0,16,28,13,5,17,6,0,5,20,18,6,13,39,9,30,24,11,5,15,0,4,4,1,1,3,1,0,1,3,3,1,2,4,1,3,4,2,1,4,0,8,9,13,5,9,6,0,5,9,7,6,11,17,9,15,12,7,5,6,0.0,4.0,7.0,13.0,5.0,5.67,6.0,0.0,5.0,6.67,6.0,6.0,6.5,9.75,9.0,10.0,6.0,5.5,5.0,3.75,14.6,14.0,4.500000000000001,28.200000000000003,14.0,13.0,4.500000000000001,28.200000000000003,2.15,2.0,0.9000000000000001,4.0,7.95,7.5,4.500000000000001,13.200000000000003,5.992,6.0,3.3750000000000004,9.775
rzsm>0.9_pr>80,ssp245,2015,4,10,0,0,2,21,0,13,11,14,19,0,10,11,20,1,71,7,10,2,4,10,0,0,0,21,0,13,11,13,19,0,10,10,19,0,71,7,10,2,1,2,0,0,0,5,0,1,1,3,3,0,1,2,2,0,4,2,2,1,4,6,0,0,0,7,0,13,11,6,7,0,10,6,14,0,26,4,8,2,4.0,5.0,0.0,0.0,0.0,4.2,0.0,13.0,11.0,4.33,6.33,0.0,10.0,5.0,9.5,0.0,17.75,3.5,5.0,2.0,11.3,10.0,0.0,20.1,11.0,10.0,0.0,19.200000000000003,1.5,1.0,0.0,3.1000000000000014,6.2,6.0,0.0,13.100000000000001,5.0305,4.265000000000001,0.0,11.200000000000003
rzsm>0.9_pr>80,ssp245,2016,8,8,0,0,9,0,3,11,0,10,19,0,6,15,0,0,11,7,6,0,8,8,0,0,9,0,3,10,0,9,18,0,6,15,0,0,11,7,6,0,1,1,0,0,1,0,1,1,0,2,2,0,1,2,0,0,1,1,1,0,8,8,0,0,9,0,3,10,0,5,10,0,6,9,0,0,11,7,6,0,8.0,8.0,0.0,0.0,9.0,0.0,3.0,10.0,0.0,4.5,9.0,0.0,6.0,7.5,0.0,0.0,11.0,7.0,6.0,0.0,5.65,6.0,0.0,11.400000000000006,5.5,6.0,0.0,11.400000000000006,0.75,1.0,0.0,2.0,4.6,5.5,0.0,10.0,4.45,5.25,0.0,9.100000000000001
rzsm>0.9_pr>80,ssp245,2017,0,0,0,0,0,4,6,24,3,0,5,12,12,10,0,21,7,0,2,7,0,0,0,0,0,4,6,24,3,0,5,12,12,9,0,21,6,0,2,7,0,0,0,0,0,1,1,4,1,0,1,2,3,3,0,2,1,0,1,1,0,0,0,0,0,4,6,7,3,0,5,7,6,4,0,19,6,0,2,7,0.0,0.0,0.0,0.0,0.0,4.0,6.0,6.0,3.0,0.0,5.0,6.0,4.0,3.0,0.0,10.5,6.0,0.0,2.0,7.0,5.65,3.5,0.0,12.900000000000013,5.55,3.5,0.0,12.900000000000013,1.05,1.0,0.0,3.0,3.8,3.5,0.0,7.0,3.125,3.0,0.0,6.100000000000001
rzsm>0.9_pr>80,ssp245,2018,4,0,2,0,12,8,7,17,1,7,2,17,1,5,5,11,39,0,18,0,2,0,2,0,10,8,7,17,0,5,2,17,0,5,5,10,39,0,18,0,1,0,1,0,1,2,1,1,0,1,1,3,0,1,2,1,5,0,1,0,2,0,2,0,10,6,7,17,0,5,2,7,0,5,3,10,16,0,18,0,2.0,0.0,2.0,0.0,10.0,4.0,7.0,17.0,0.0,5.0,2.0,5.67,0.0,5.0,2.5,10.0,7.8,0.0,18.0,0.0,7.8,5.0,0.0,17.1,7.35,5.0,0.0,17.1,1.1,1.0,0.0,2.1000000000000014,5.5,4.0,0.0,16.1,4.8985,3.25,0.0,10.70000000000001
rzsm>0.9_pr>80,ssp245,2019,19,0,10,0,6,9,0,7,10,8,11,27,2,9,22,0,0,14,23,0,17,0,9,0,5,9,0,6,9,8,10,27,0,9,20,0,0,13,23,0,2,0,1,0,1,1,0,1,1,2,2,5,0,2,4,0,0,3,4,0,14,0,9,0,5,9,0,6,9,6,7,8,0,6,7,0,0,7,7,0,8.5,0.0,9.0,0.0,5.0,9.0,0.0,6.0,9.0,4.0,5.0,5.4,0.0,4.5,5.0,0.0,0.0,4.33,5.75,0.0,8.85,8.5,0.0,22.1,8.25,8.5,0.0,20.300000000000004,1.45,1.0,0.0,4.0,5.0,6.0,0.0,9.0,4.024,4.75,0.0,9.0
rzsm>0.9_pr>80,ssp245,2020,0,10,5,0,14,0,2,0,9,7,14,5,2,7,22,3,0,10,8,4,0,9,5,0,13,0,2,0,9,7,12,5,2,6,22,3,0,9,8,3,0,2,1,0,4,0,1,0,1,2,3,1,1,2,4,1,0,1,1,1,0,7,5,0,4,0,2,0,9,5,6,5,2,4,7,3,0,9,8,3,0.0,4.5,5.0,0.0,3.25,0.0,2.0,0.0,9.0,3.5,4.0,5.0,2.0,3.0,5.5,3.0,0.0,9.0,8.0,3.0,6.1,5.0,0.0,14.0,5.75,5.0,0.0,12.100000000000001,1.3,1.0,0.0,3.1000000000000014,3.95,4.0,0.0,8.100000000000001,3.4875,3.125,0.0,8.100000000000001
rzsm>0.9_pr>80,ssp245,2021,0,3,18,0,0,1,0,15,10,14,4,8,12,18,11,0,3,4,0,6,0,3,18,0,0,0,0,15,10,14,4,8,12,17,9,0,2,2,0,6,0,1,4,0,0,0,0,2,1,2,1,1,2,3,1,0,1,1,0,1,0,3,7,0,0,0,0,10,10,12,4,8,7,8,9,0,2,2,0,6,0.0,3.0,4.5,0.0,0.0,0.0,0.0,7.5,10.0,7.0,4.0,8.0,6.0,5.67,9.0,0.0,2.0,2.0,0.0,6.0,6.35,4.0,0.0,15.300000000000004,6.0,3.5,0.0,15.200000000000003,1.05,1.0,0.0,2.1000000000000014,4.4,3.5,0.0,10.0,3.7335000000000003,3.5,0.0,8.100000000000001
rzsm>0.9_pr>80,ssp245,2022,25,10,5,0,8,8,4,1,6,24,10,17,0,15,4,14,23,19,16,12,22,10,5,0,8,8,4,0,6,24,10,16,0,15,3,14,22,19,16,12,4,3,1,0,2,3,1,0,2,4,2,4,0,3,1,2,4,2,3,2,14,4,5,0,5,4,4,0,4,9,5,6,0,7,3,7,8,11,7,7,5.5,3.33,5.0,0.0,4.0,2.67,4.0,0.0,3.0,6.0,5.0,4.0,0.0,5.0,3.0,7.0,5.5,9.5,5.33,6.0,11.05,10.0,0.9000000000000001,23.1,10.7,10.0,0.0,22.0,2.15,2.0,0.0,4.0,5.5,5.0,0.0,9.200000000000003,4.1915,4.5,0.0,6.100000000000001
rzsm>0.9_pr>80,ssp245,2023,0,2,7,5,0,12,13,4,4,12,15,4,0,14,1,9,46,21,16,9,0,2,5,5,0,12,13,4,4,12,14,3,0,14,0,8,46,21,14,9,0,1,2,1,0,2,2,1,1,1,3,1,0,3,0,1,3,4,3,2,0,2,3,5,0,6,9,4,4,12,6,3,0,6,0,8,22,9,9,7,0.0,2.0,2.5,5.0,0.0,6.0,6.5,4.0,4.0,12.0,4.67,3.0,0.0,4.67,0.0,8.0,15.33,5.25,4.67,4.5,9.7,8.0,0.0,16.500000000000007,9.3,6.5,0.0,14.70000000000001,1.55,1.0,0.0,3.0,5.75,5.5,0.0,9.300000000000004,4.6045,4.585,0.0,8.400000000000006
rzsm>0.9_pr>80,ssp245,2024,6,3,9,17,9,3,15,13,6,10,6,8,8,6,13,4,59,2,30,0,5,3,9,16,9,3,14,13,6,10,5,8,7,6,11,4,59,2,30,0,2,1,2,2,1,1,2,3,1,1,1,2,1,1,3,1,4,1,2,0,3,3,5,9,9,3,7,7,6,10,5,6,7,6,4,4,26,2,22,0,2.5,3.0,4.5,8.0,9.0,3.0,7.0,4.33,6.0,10.0,5.0,4.0,7.0,6.0,3.67,4.0,14.75,2.0,15.0,0.0,11.35,8.0,2.9000000000000004,18.30000000000002,11.0,7.5,2.9000000000000004,17.40000000000002,1.6,1.0,1.0,3.0,7.2,6.0,2.9000000000000004,11.200000000000017,5.9375,4.75,2.45,10.475000000000007
rzsm>0.9_pr>80,ssp245,2025,0,0,19,0,5,28,10,12,0,23,30,15,0,6,0,11,12,1,5,6,0,0,18,0,5,27,10,12,0,23,30,15,0,6,0,11,12,0,5,6,0,0,3,0,2,4,2,1,0,2,4,2,0,1,0,2,1,0,1,1,0,0,8,0,3,7,8,12,0,20,13,8,0,6,0,7,12,0,5,6,0.0,0.0,6.0,0.0,2.5,6.75,5.0,12.0,0.0,11.5,7.5,7.5,0.0,6.0,0.0,5.5,12.0,0.0,5.0,6.0,9.15,6.0,0.0,23.500000000000007,9.0,6.0,0.0,23.400000000000006,1.3,1.0,0.0,3.1000000000000014,5.75,6.0,0.0,12.100000000000001,4.6625,5.25,0.0,11.55
rzsm>0.9_pr>80,ssp245,2026,11,4,0,0,5,0,9,13,0,4,6,0,0,0,0,6,43,10,29,10,11,4,0,0,5,0,9,12,0,4,6,0,0,0,0,6,42,10,29,9,1,1,0,0,2,0,2,1,0,2,1,0,0,0,0,2,2,2,4,2,11,4,0,0,3,0,7,12,0,2,6,0,0,0,0,4,28,6,14,7,11.0,4.0,0.0,0.0,2.5,0.0,4.5,12.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,3.0,21.0,5.0,7.25,4.5,7.5,4.5,0.0,14.600000000000023,7.35,4.5,0.0,13.700000000000024,1.1,1.0,0.0,2.0,5.2,3.5,0.0,12.200000000000003,4.1375,2.75,0.0,11.100000000000001
rzsm>0.9_pr>80,ssp245,2027,5,2,4,9,7,15,6,3,6,18,0,4,1,7,0,5,0,6,29,15,5,2,4,9,7,14,6,2,6,18,0,4,0,7,0,5,0,6,29,15,1,1,1,2,1,2,1,1,1,2,0,1,0,2,0,1,0,2,4,3,5,2,4,7,7,10,6,2,6,9,0,4,0,5,0,5,0,4,10,7,5.0,2.0,4.0,4.5,7.0,7.0,6.0,2.0,6.0,9.0,0.0,4.0,0.0,3.5,0.0,5.0,0.0,3.0,7.25,5.0,7.1,5.5,0.0,15.300000000000004,6.95,5.5,0.0,15.300000000000004,1.3,1.0,0.0,2.1000000000000014,4.65,5.0,0.0,9.100000000000001,4.0125,4.25,0.0,7.025
rzsm>0.9_pr>80,ssp245,2028,19,8,13,0,0,11,9,3,7,14,11,21,2,5,6,4,0,15,31,0,19,5,13,0,0,10,9,3,7,12,11,21,2,5,6,4,0,13,30,0,3,1,2,0,0,1,1,1,1,2,2,3,1,1,1,1,0,3,3,0,8,5,7,0,0,10,9,3,7,8,9,10,2,5,6,4,0,9,12,0,6.33,5.0,6.5,0.0,0.0,10.0,9.0,3.0,7.0,6.0,5.5,7.0,2.0,5.0,6.0,4.0,0.0,4.33,10.0,0.0,8.95,7.5,0.0,19.200000000000003,8.5,6.5,0.0,19.200000000000003,1.35,1.0,0.0,3.0,5.7,6.5,0.0,10.0,4.833,5.25,0.0,9.100000000000001
rzsm>0.9_pr>80,ssp245,2029,13,1,12,0,0,6,0,28,18,9,4,1,2,20,9,6,40,0,13,11,12,0,12,0,0,6,0,27,18,9,4,0,2,19,9,6,40,0,13,11,3,0,3,0,0,1,0,2,3,2,1,0,1,4,2,1,2,0,3,2,6,0,7,0,0,6,0,23,11,7,4,0,2,7,7,6,36,0,6,6,4.0,0.0,4.0,0.0,0.0,6.0,0.0,13.5,6.0,4.5,4.0,0.0,2.0,4.75,4.5,6.0,20.0,0.0,4.33,5.5,9.65,7.5,0.0,20.80000000000001,9.4,7.5,0.0,19.80000000000001,1.5,1.5,0.0,3.0,6.7,6.0,0.0,12.200000000000017,4.454,4.165,0.0,6.750000000000011
rzsm>0.9_pr>80,ssp245,2030,6,0,3,0,2,4,4,7,5,0,4,27,1,9,10,6,60,0,0,0,6,0,3,0,2,4,4,7,5,0,4,27,0,9,9,6,60,0,0,0,1,0,1,0,1,1,1,1,1,0,1,3,0,2,2,1,5,0,0,0,6,0,3,0,2,4,4,7,5,0,4,21,0,5,6,6,43,0,0,0,6.0,0.0,3.0,0.0,2.0,4.0,4.0,7.0,5.0,0.0,4.0,9.0,0.0,4.5,4.5,6.0,12.0,0.0,0.0,0.0,7.4,4.0,0.0,11.700000000000024,7.3,4.0,0.0,10.800000000000026,1.05,1.0,0.0,2.1000000000000014,5.8,4.0,0.0,8.40000000000002,3.55,4.0,0.0,7.200000000000003
rzsm>0.9_pr>80,ssp245,2031,1,6,11,0,3,14,14,0,0,11,1,2,13,0,5,20,40,0,3,3,0,5,9,0,3,13,14,0,0,11,0,2,13,0,5,20,40,0,2,3,0,1,2,0,1,2,2,0,0,3,0,1,2,0,1,2,5,0,1,1,0,5,6,0,3,7,8,0,0,6,0,2,10,0,5,11,14,0,2,3,0.0,5.0,4.5,0.0,3.0,6.5,7.0,0.0,0.0,3.67,0.0,2.0,6.5,0.0,5.0,10.0,8.0,0.0,2.0,3.0,7.35,3.0,0.0,14.600000000000009,7.0,3.0,0.0,14.600000000000009,1.2,1.0,0.0,2.1000000000000014,4.1,3.0,0.0,10.100000000000001,3.3085,3.0,0.0,7.100000000000001
rzsm>0.9_pr>80,ssp245,2032,8,10,11,0,7,0,1,7,13,6,8,10,11,9,0,24,46,0,7,9,8,10,10,0,6,0,0,7,13,5,7,10,10,9,0,24,45,0,7,9,1,2,2,0,1,0,0,1,3,1,1,1,2,1,0,4,6,0,1,2,8,7,7,0,6,0,0,7,8,5,7,10,8,9,0,11,17,0,7,5,8.0,5.0,5.0,0.0,6.0,0.0,0.0,7.0,4.33,5.0,7.0,10.0,5.0,9.0,0.0,6.0,7.5,0.0,7.0,4.5,9.35,8.0,0.0,14.100000000000016,9.0,7.5,0.0,14.100000000000016,1.45,1.0,0.0,3.1000000000000014,6.1,7.0,0.0,10.100000000000001,4.8165,5.0,0.0,8.100000000000001
rzsm>0.9_pr>80,ssp245,2033,6,0,6,1,38,3,7,13,0,6,12,9,3,7,5,4,15,13,10,0,6,0,6,0,38,3,7,13,0,6,11,8,3,7,5,4,15,13,9,0,2,0,1,0,3,1,3,2,0,1,3,3,1,1,1,1,2,5,2,0,4,0,6,0,27,3,3,7,0,6,4,4,3,7,5,4,9,4,6,0,3.0,0.0,6.0,0.0,12.67,3.0,2.33,6.5,0.0,6.0,3.67,2.67,3.0,7.0,5.0,4.0,7.5,2.6,4.5,0.0,7.9,6.0,0.0,13.200000000000003,7.7,6.0,0.0,13.200000000000003,1.6,1.0,0.0,3.0,5.1,4.0,0.0,7.200000000000003,3.972,3.335,0.0,7.050000000000001
rzsm>0.9_pr>80,ssp245,2034,0,17,3,12,2,45,18,0,14,7,8,0,11,0,5,0,8,8,4,0,0,16,2,11,2,45,18,0,13,6,8,0,11,0,4,0,8,7,4,0,0,3,1,2,1,5,2,0,2,1,1,0,2,0,1,0,1,1,1,0,0,11,2,7,2,27,15,0,11,6,8,0,6,0,4,0,8,7,4,0,0.0,5.33,2.0,5.5,2.0,9.0,9.0,0.0,6.5,6.0,8.0,0.0,5.5,0.0,4.0,0.0,8.0,7.0,4.0,0.0,8.1,6.0,0.0,17.1,7.75,5.0,0.0,16.200000000000003,1.2,1.0,0.0,2.1000000000000014,5.9,5.0,0.0,11.400000000000006,4.0915,4.665,0.0,8.100000000000001
rzsm>0.9_pr>80,ssp245,2035,0,0,15,0,0,3,2,10,0,19,18,5,3,0,6,0,22,2,6,7,0,0,13,0,0,3,0,10,0,18,15,5,3,0,6,0,21,2,6,7,0,0,2,0,0,1,0,1,0,3,3,1,1,0,1,0,4,1,1,1,0,0,9,0,0,3,0,10,0,11,7,5,3,0,6,0,9,2,6,7,0.0,0.0,6.5,0.0,0.0,3.0,0.0,10.0,0.0,6.0,5.0,5.0,3.0,0.0,6.0,0.0,5.25,2.0,6.0,7.0,5.9,3.0,0.0,18.1,5.45,3.0,0.0,15.300000000000004,1.0,1.0,0.0,3.0,3.9,3.0,0.0,9.100000000000001,3.2375,3.0,0.0,6.550000000000001
rzsm>0.9_pr>80,ssp245,2036,2,0,13,0,0,12,5,20,8,8,7,11,0,3,0,5,1,3,22,6,0,0,12,0,0,11,4,20,8,8,7,10,0,3,0,5,0,3,22,6,0,0,2,0,0,2,1,2,2,2,1,2,0,1,0,2,0,1,2,1,0,0,8,0,0,8,4,18,6,4,7,5,0,3,0,3,0,3,15,6,0.0,0.0,6.0,0.0,0.0,5.5,4.0,10.0,4.0,4.0,7.0,5.0,0.0,3.0,0.0,2.5,0.0,3.0,11.0,6.0,6.3,5.0,0.0,13.70000000000001,5.95,4.5,0.0,12.800000000000011,1.05,1.0,0.0,2.0,4.5,3.5,0.0,8.70000000000001,3.55,3.5,0.0,7.300000000000004
rzsm>0.9_pr>80,ssp245,2037,8,18,19,0,18,7,0,1,0,6,11,15,10,7,4,3,0,23,16,13,7,17,19,0,18,7,0,0,0,6,11,15,10,5,4,2,0,23,15,13,1,3,3,0,4,1,0,0,0,2,2,4,2,1,1,1,0,3,3,3,7,10,10,0,7,7,0,0,0,4,7,7,7,5,4,2,0,9,10,6,7.0,5.67,6.33,0.0,4.5,7.0,0.0,0.0,0.0,3.0,5.5,3.75,5.0,5.0,4.0,2.0,0.0,7.67,5.0,4.33,8.95,7.5,0.0,18.1,8.6,7.0,0.0,18.1,1.7,1.5,0.0,3.1000000000000014,5.1,6.5,0.0,10.0,3.7875,4.415,0.0,7.0
rzsm>0.9_pr>80,ssp245,2038,4,7,0,5,5,16,8,11,5,0,6,1,0,12,1,21,19,1,10,0,4,7,0,5,4,15,8,11,5,0,6,0,0,10,0,21,18,0,10,0,1,1,0,1,1,1,2,2,1,0,1,0,0,1,0,4,3,0,1,0,4,7,0,5,4,15,5,7,5,0,6,0,0,10,0,9,9,0,10,0,4.0,7.0,0.0,5.0,4.0,15.0,4.0,5.5,5.0,0.0,6.0,0.0,0.0,10.0,0.0,5.25,6.0,0.0,10.0,0.0,6.6,5.0,0.0,16.300000000000004,6.2,5.0,0.0,15.300000000000004,1.0,1.0,0.0,2.1000000000000014,4.8,5.0,0.0,10.0,4.3375,4.5,0.0,10.0
rzsm>0.9_pr>80,ssp245,2039,5,8,0,0,8,3,17,5,0,0,0,7,0,11,1,3,0,2,21,9,5,7,0,0,7,2,16,5,0,0,0,7,0,11,0,3,0,2,21,9,1,1,0,0,2,1,3,1,0,0,0,1,0,2,0,1,0,1,3,1,5,7,0,0,4,2,7,5,0,0,0,7,0,9,0,3,0,2,11,9,5.0,7.0,0.0,0.0,3.5,2.0,5.33,5.0,0.0,0.0,0.0,7.0,0.0,5.5,0.0,3.0,0.0,2.0,7.0,9.0,5.0,3.0,0.0,11.600000000000009,4.75,2.5,0.0,11.500000000000007,0.9,1.0,0.0,2.1000000000000014,3.55,2.5,0.0,9.0,3.0665,2.5,0.0,7.0
