threshold,ssp,date,GFDL-ESM4_compound_day_total,CNRM-CM6-1_compound_day_total,MRI-ESM2-0_compound_day_total,GISS-E2-1-G_compound_day_total,CESM2_compound_day_total,ACCESS-CM2_compound_day_total,ACCESS-ESM1-5_compound_day_total,FGOALS-g3_compound_day_total,NorESM2-LM_compound_day_total,INM-CM4-8_compound_day_total,CNRM-ESM2-1_compound_day_total,EC-Earth3_compound_day_total,MPI-ESM1-2-LR_compound_day_total,NorESM2-MM_compound_day_total,MPI-ESM1-2-HR_compound_day_total,CMCC-ESM2_compound_day_total,GFDL-CM4_compound_day_total,MIROC-ES2L_compound_day_total,KACE-1-0-G_compound_day_total,INM-CM5-0_compound_day_total,GFDL-ESM4_compound_event_total,CNRM-CM6-1_compound_event_total,MRI-ESM2-0_compound_event_total,GISS-E2-1-G_compound_event_total,CESM2_compound_event_total,ACCESS-CM2_compound_event_total,ACCESS-ESM1-5_compound_event_total,FGOALS-g3_compound_event_total,NorESM2-LM_compound_event_total,INM-CM4-8_compound_event_total,CNRM-ESM2-1_compound_event_total,EC-Earth3_compound_event_total,MPI-ESM1-2-LR_compound_event_total,NorESM2-MM_compound_event_total,MPI-ESM1-2-HR_compound_event_total,CMCC-ESM2_compound_event_total,GFDL-CM4_compound_event_total,MIROC-ES2L_compound_event_total,KACE-1-0-G_compound_event_total,INM-CM5-0_compound_event_total,GFDL-ESM4_compound_sequence_total,CNRM-CM6-1_compound_sequence_total,MRI-ESM2-0_compound_sequence_total,GISS-E2-1-G_compound_sequence_total,CESM2_compound_sequence_total,ACCESS-CM2_compound_sequence_total,ACCESS-ESM1-5_compound_sequence_total,FGOALS-g3_compound_sequence_total,NorESM2-LM_compound_sequence_total,INM-CM4-8_compound_sequence_total,CNRM-ESM2-1_compound_sequence_total,EC-Earth3_compound_sequence_total,MPI-ESM1-2-LR_compound_sequence_total,NorESM2-MM_compound_sequence_total,MPI-ESM1-2-HR_compound_sequence_total,CMCC-ESM2_compound_sequence_total,GFDL-CM4_compound_sequence_total,MIROC-ES2L_compound_sequence_total,KACE-1-0-G_compound_sequence_total,INM-CM5-0_compound_sequence_total,GFDL-ESM4_compound_duration_max,CNRM-CM6-1_compound_duration_max,MRI-ESM2-0_compound_duration_max,GISS-E2-1-G_compound_duration_max,CESM2_compound_duration_max,ACCESS-CM2_compound_duration_max,ACCESS-ESM1-5_compound_duration_max,FGOALS-g3_compound_duration_max,NorESM2-LM_compound_duration_max,INM-CM4-8_compound_duration_max,CNRM-ESM2-1_compound_duration_max,EC-Earth3_compound_duration_max,MPI-ESM1-2-LR_compound_duration_max,NorESM2-MM_compound_duration_max,MPI-ESM1-2-HR_compound_duration_max,CMCC-ESM2_compound_duration_max,GFDL-CM4_compound_duration_max,MIROC-ES2L_compound_duration_max,KACE-1-0-G_compound_duration_max,INM-CM5-0_compound_duration_max,GFDL-ESM4_compound_duration_mean,CNRM-CM6-1_compound_duration_mean,MRI-ESM2-0_compound_duration_mean,GISS-E2-1-G_compound_duration_mean,CESM2_compound_duration_mean,ACCESS-CM2_compound_duration_mean,ACCESS-ESM1-5_compound_duration_mean,FGOALS-g3_compound_duration_mean,NorESM2-LM_compound_duration_mean,INM-CM4-8_compound_duration_mean,CNRM-ESM2-1_compound_duration_mean,EC-Earth3_compound_duration_mean,MPI-ESM1-2-LR_compound_duration_mean,NorESM2-MM_compound_duration_mean,MPI-ESM1-2-HR_compound_duration_mean,CMCC-ESM2_compound_duration_mean,GFDL-CM4_compound_duration_mean,MIROC-ES2L_compound_duration_mean,KACE-1-0-G_compound_duration_mean,INM-CM5-0_compound_duration_mean,mean_day_total,med_day_total,p10_day_total,p90_day_total,mean_event_total,med_event_total,p10_event_total,p90_event_total,mean_sequence_total,med_sequence_total,p10_sequence_total,p90_sequence_total,mean_duration_max,med_duration_max,p10_duration_max,p90_duration_max,mean_duration_mean,med_duration_mean,p10_duration_mean,p90_duration_mean
rzsm>0.95_pr>50,ssp245,2093,33,12,24,7,0,0,63,37,0,0,11,0,0,5,0,16,4,18,23,0,33,12,24,7,0,0,61,37,0,0,11,0,0,5,0,16,4,17,23,0,5,2,3,1,0,0,8,3,0,0,2,0,0,1,0,4,2,3,3,0,11,7,12,7,0,0,16,20,0,0,6,0,0,5,0,7,2,7,8,0,6.6,6.0,8.0,7.0,0.0,0.0,7.62,12.33,0.0,0.0,5.5,0.0,0.0,5.0,0.0,4.0,2.0,5.67,7.67,0.0,12.65,6.0,0.0,33.400000000000006,12.5,6.0,0.0,33.400000000000006,1.85,1.5,0.0,4.100000000000001,5.4,5.5,0.0,12.400000000000006,3.8695,4.5,0.0,7.703
rzsm>0.95_pr>50,ssp245,2094,5,5,0,0,0,6,13,26,36,0,4,0,8,0,0,12,0,0,17,0,5,5,0,0,0,6,13,26,36,0,4,0,8,0,0,11,0,0,17,0,1,1,0,0,0,1,2,4,4,0,1,0,1,0,0,2,0,0,3,0,5,5,0,0,0,6,11,12,20,0,4,0,8,0,0,6,0,0,8,0,5.0,5.0,0.0,0.0,0.0,6.0,6.5,6.5,9.0,0.0,4.0,0.0,8.0,0.0,0.0,5.5,0.0,0.0,5.67,0.0,6.6,2.0,0.0,17.900000000000013,6.55,2.0,0.0,17.900000000000013,1.0,0.5,0.0,3.1000000000000014,4.25,2.0,0.0,11.100000000000001,3.0585,2.0,0.0,6.650000000000002
rzsm>0.95_pr>50,ssp245,2095,0,0,0,0,0,0,2,0,0,9,3,4,94,7,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,9,2,4,93,7,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,1,1,5,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,9,2,4,45,5,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,2.0,4.0,18.6,3.5,0.0,0.0,0.0,0.0,5.0,0.0,6.2,0.0,0.0,7.200000000000003,6.1,0.0,0.0,7.200000000000003,0.6,0.0,0.0,1.1000000000000014,3.6,0.0,0.0,5.400000000000006,2.205,0.0,0.0,5.400000000000006
rzsm>0.95_pr>50,ssp245,2096,0,0,2,9,0,0,0,24,3,0,19,19,34,9,5,0,0,21,0,0,0,0,2,9,0,0,0,24,3,0,17,19,34,9,5,0,0,21,0,0,0,0,1,2,0,0,0,4,1,0,2,2,7,2,1,0,0,3,0,0,0,0,2,5,0,0,0,13,3,0,12,11,7,6,5,0,0,9,0,0,0.0,0.0,2.0,4.5,0.0,0.0,0.0,6.0,3.0,0.0,8.5,9.5,4.86,4.5,5.0,0.0,0.0,7.0,0.0,0.0,7.25,1.0,0.0,21.300000000000004,7.15,1.0,0.0,21.300000000000004,1.25,0.5,0.0,3.1000000000000014,3.65,1.0,0.0,11.100000000000001,2.743,1.0,0.0,7.150000000000002
rzsm>0.95_pr>50,ssp245,2097,11,0,0,13,0,0,26,21,0,28,53,0,58,0,4,0,0,0,0,0,11,0,0,13,0,0,26,20,0,27,53,0,57,0,4,0,0,0,0,0,2,0,0,3,0,0,2,2,0,3,7,0,9,0,1,0,0,0,0,0,6,0,0,5,0,0,18,13,0,13,11,0,9,0,4,0,0,0,0,0,5.5,0.0,0.0,4.33,0.0,0.0,13.0,10.0,0.0,9.0,7.57,0.0,6.33,0.0,4.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,30.500000000000036,10.55,0.0,0.0,29.600000000000037,1.45,0.0,0.0,3.4000000000000057,3.95,0.0,0.0,13.0,2.9865,0.0,0.0,9.100000000000001
rzsm>0.95_pr>50,ssp245,2098,11,0,3,5,0,0,0,3,17,1,1,0,0,6,14,4,0,0,0,8,11,0,3,5,0,0,0,3,17,0,0,0,0,6,14,3,0,0,0,8,2,0,1,1,0,0,0,1,3,0,0,0,0,1,3,1,0,0,0,1,6,0,3,5,0,0,0,3,7,0,0,0,0,6,6,3,0,0,0,8,5.5,0.0,3.0,5.0,0.0,0.0,0.0,3.0,5.67,0.0,0.0,0.0,0.0,6.0,4.67,3.0,0.0,0.0,0.0,8.0,3.65,1.0,0.0,11.300000000000004,3.5,0.0,0.0,11.300000000000004,0.7,0.0,0.0,2.1000000000000014,2.35,0.0,0.0,6.100000000000001,2.192,0.0,0.0,5.703
rzsm>0.95_pr>50,ssp245,2099,9,1,18,2,0,4,0,0,37,18,6,0,0,68,0,0,16,0,5,0,9,0,18,2,0,4,0,0,37,18,6,0,0,68,0,0,16,0,5,0,3,0,3,1,0,1,0,0,3,2,1,0,0,9,0,0,1,0,1,0,4,0,7,2,0,4,0,0,22,11,6,0,0,17,0,0,16,0,5,0,3.0,0.0,6.0,2.0,0.0,4.0,0.0,0.0,12.33,9.0,6.0,0.0,0.0,7.56,0.0,0.0,16.0,0.0,5.0,0.0,9.2,1.5,0.0,19.900000000000027,9.15,1.0,0.0,19.900000000000027,1.25,0.5,0.0,3.0,4.7,1.0,0.0,16.1,3.5445,1.0,0.0,9.333000000000006
rzsm>0.95_pr>80,ssp245,2015,0,8,0,7,0,0,0,7,0,0,6,8,4,14,0,4,9,0,0,1,0,8,0,7,0,0,0,7,0,0,6,8,4,14,0,4,9,0,0,0,0,3,0,1,0,0,0,2,0,0,1,3,1,4,0,1,1,0,0,0,0,4,0,7,0,0,0,5,0,0,6,3,4,5,0,4,9,0,0,0,0.0,2.67,0.0,7.0,0.0,0.0,0.0,3.5,0.0,0.0,6.0,2.67,4.0,3.5,0.0,4.0,9.0,0.0,0.0,0.0,3.4,0.5,0.0,8.100000000000001,3.35,0.0,0.0,8.100000000000001,0.85,0.0,0.0,3.0,2.35,0.0,0.0,6.100000000000001,2.117,0.0,0.0,6.100000000000001
rzsm>0.95_pr>80,ssp245,2016,6,0,0,0,0,3,7,1,0,10,6,1,7,23,4,8,0,8,12,0,6,0,0,0,0,3,7,0,0,10,6,0,7,21,4,8,0,8,12,0,1,0,0,0,0,1,2,0,0,2,1,0,2,3,1,2,0,2,2,0,6,0,0,0,0,3,5,0,0,8,6,0,4,15,4,5,0,4,6,0,6.0,0.0,0.0,0.0,0.0,3.0,3.5,0.0,0.0,5.0,6.0,0.0,3.5,7.0,4.0,4.0,0.0,4.0,6.0,0.0,4.8,3.5,0.0,10.200000000000003,4.6,3.5,0.0,10.200000000000003,0.95,1.0,0.0,2.0,3.3,3.5,0.0,6.200000000000003,2.6,3.25,0.0,6.0
rzsm>0.95_pr>80,ssp245,2017,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,1.4,0.0,0.0,3.70000000000001,1.2,0.0,0.0,2.8000000000000114,0.25,0.0,0.0,1.0,0.95,0.0,0.0,2.3000000000000043,0.95,0.0,0.0,2.3000000000000043
rzsm>0.95_pr>80,ssp245,2018,5,6,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,13,0,0,5,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,5,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,1.45,0.0,0.0,5.100000000000001,1.4,0.0,0.0,5.100000000000001,0.25,0.0,0.0,1.0,1.2,0.0,0.0,5.100000000000001,1.075,0.0,0.0,5.100000000000001
rzsm>0.95_pr>80,ssp245,2019,0,6,0,8,0,7,0,7,4,0,5,0,0,0,0,0,0,17,0,0,0,5,0,8,0,6,0,7,4,0,5,0,0,0,0,0,0,16,0,0,0,2,0,2,0,1,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,3,0,6,0,6,0,5,4,0,5,0,0,0,0,0,0,14,0,0,0.0,2.5,0.0,4.0,0.0,6.0,0.0,3.5,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.7,0.0,0.0,7.100000000000001,2.55,0.0,0.0,7.100000000000001,0.55,0.0,0.0,2.0,2.15,0.0,0.0,6.0,1.65,0.0,0.0,5.100000000000001
rzsm>0.95_pr>80,ssp245,2020,21,7,0,22,0,0,0,21,0,0,0,0,4,15,26,0,0,0,8,0,21,6,0,21,0,0,0,21,0,0,0,0,4,15,26,0,0,0,8,0,3,1,0,4,0,0,0,5,0,0,0,0,2,2,3,0,0,0,1,0,9,6,0,10,0,0,0,6,0,0,0,0,2,13,18,0,0,0,8,0,7.0,6.0,0.0,5.25,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,2.0,7.5,8.67,0.0,0.0,0.0,8.0,0.0,6.2,0.0,0.0,21.1,6.1,0.0,0.0,21.0,1.05,0.0,0.0,3.1000000000000014,3.6,0.0,0.0,10.300000000000004,2.431,0.0,0.0,7.550000000000001
rzsm>0.95_pr>80,ssp245,2021,0,0,15,24,0,0,0,11,0,21,4,0,33,11,0,4,0,1,3,1,0,0,15,24,0,0,0,11,0,21,4,0,32,11,0,4,0,0,3,0,0,0,3,4,0,0,0,3,0,4,1,0,6,2,0,1,0,0,1,0,0,0,9,9,0,0,0,6,0,7,4,0,7,6,0,4,0,0,3,0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,3.67,0.0,5.25,4.0,0.0,5.33,5.5,0.0,4.0,0.0,0.0,3.0,0.0,6.4,1.0,0.0,21.300000000000004,6.25,0.0,0.0,21.300000000000004,1.25,0.0,0.0,4.0,2.75,0.0,0.0,7.200000000000003,2.0875,0.0,0.0,5.347
rzsm>0.95_pr>80,ssp245,2022,0,0,0,0,0,0,10,0,0,0,0,2,31,13,3,24,22,1,0,0,0,0,0,0,0,0,10,0,0,0,0,2,31,13,2,24,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,4,1,5,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,12,5,2,7,17,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,7.75,3.25,2.0,4.8,10.5,0.0,0.0,0.0,5.3,0.0,0.0,22.200000000000003,5.15,0.0,0.0,21.300000000000004,0.95,0.0,0.0,4.0,2.6,0.0,0.0,7.500000000000007,1.765,0.0,0.0,5.275000000000004
rzsm>0.95_pr>80,ssp245,2023,5,10,0,0,0,8,0,0,0,0,0,0,26,9,0,18,2,0,3,17,5,10,0,0,0,7,0,0,0,0,0,0,26,9,0,17,2,0,3,17,1,2,0,0,0,2,0,0,0,0,0,0,5,2,0,3,1,0,1,3,5,5,0,0,0,5,0,0,0,0,0,0,7,5,0,9,2,0,3,8,5.0,5.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.5,0.0,5.67,2.0,0.0,3.0,5.67,4.9,0.0,0.0,17.1,4.8,0.0,0.0,17.0,1.0,0.0,0.0,3.0,2.45,0.0,0.0,7.100000000000001,1.9769999999999999,0.0,0.0,5.247000000000001
rzsm>0.95_pr>80,ssp245,2024,12,3,0,0,0,26,0,12,0,0,0,17,11,0,7,0,0,0,0,0,11,3,0,0,0,24,0,12,0,0,0,15,11,0,7,0,0,0,0,0,2,1,0,0,0,3,0,3,0,0,0,4,3,0,2,0,0,0,0,0,9,3,0,0,0,13,0,6,0,0,0,6,5,0,4,0,0,0,0,0,5.5,3.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,3.75,3.67,0.0,3.5,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,12.500000000000007,4.15,0.0,0.0,12.300000000000004,0.9,0.0,0.0,3.0,2.3,0.0,0.0,6.300000000000004,1.5710000000000002,0.0,0.0,4.150000000000002
rzsm>0.95_pr>80,ssp245,2025,7,0,0,0,10,7,2,0,0,46,0,17,18,0,0,0,21,0,0,0,7,0,0,0,10,7,2,0,0,46,0,17,18,0,0,0,21,0,0,0,2,0,0,0,2,1,1,0,0,6,0,2,2,0,0,0,3,0,0,0,5,0,0,0,5,7,2,0,0,21,0,9,13,0,0,0,16,0,0,0,3.5,0.0,0.0,0.0,5.0,7.0,2.0,0.0,0.0,7.67,0.0,8.5,9.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,6.4,0.0,0.0,18.300000000000004,6.4,0.0,0.0,18.300000000000004,0.95,0.0,0.0,2.1000000000000014,3.9,0.0,0.0,13.300000000000004,2.4835000000000003,0.0,0.0,7.753000000000001
rzsm>0.95_pr>80,ssp245,2026,6,0,0,0,0,15,7,5,0,0,4,0,0,0,0,0,3,7,0,0,6,0,0,0,0,15,7,5,0,0,4,0,0,0,0,0,3,7,0,0,1,0,0,0,0,3,2,1,0,0,1,0,0,0,0,0,1,2,0,0,6,0,0,0,0,6,5,5,0,0,4,0,0,0,0,0,3,5,0,0,6.0,0.0,0.0,0.0,0.0,5.0,3.5,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,0.0,0.0,2.35,0.0,0.0,7.0,2.35,0.0,0.0,7.0,0.55,0.0,0.0,2.0,1.7,0.0,0.0,5.100000000000001,1.5,0.0,0.0,5.0
rzsm>0.95_pr>80,ssp245,2027,1,0,1,1,8,2,6,4,15,0,0,0,3,29,0,0,0,2,0,0,0,0,0,0,7,2,5,4,15,0,0,0,3,29,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,7,2,5,4,15,0,0,0,3,8,0,0,0,2,0,0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,4.0,15.0,0.0,0.0,0.0,3.0,7.25,0.0,0.0,0.0,2.0,0.0,0.0,3.6,1.0,0.0,8.70000000000001,3.35,0.0,0.0,7.800000000000011,0.55,0.0,0.0,1.0,2.3,0.0,0.0,7.100000000000001,2.2625,0.0,0.0,7.025
rzsm>0.95_pr>80,ssp245,2028,0,1,3,5,0,0,0,23,0,0,18,0,3,11,0,0,0,9,6,5,0,0,2,5,0,0,0,23,0,0,18,0,3,11,0,0,0,9,6,5,0,0,1,1,0,0,0,3,0,0,3,0,1,1,0,0,0,2,1,1,0,0,2,5,0,0,0,13,0,0,9,0,3,11,0,0,0,6,6,5,0.0,0.0,2.0,5.0,0.0,0.0,0.0,7.67,0.0,0.0,6.0,0.0,3.0,11.0,0.0,0.0,0.0,4.5,6.0,5.0,4.2,0.5,0.0,11.70000000000001,4.1,0.0,0.0,11.70000000000001,0.7,0.0,0.0,2.1000000000000014,3.0,0.0,0.0,9.200000000000003,2.5085,0.0,0.0,6.1670000000000025
rzsm>0.95_pr>80,ssp245,2029,0,3,4,0,0,0,0,4,0,19,13,16,9,0,5,0,0,0,5,8,0,3,4,0,0,0,0,3,0,19,13,16,6,0,4,0,0,0,5,8,0,1,1,0,0,0,0,1,0,4,3,3,1,0,2,0,0,0,1,1,0,3,4,0,0,0,0,3,0,11,6,6,6,0,2,0,0,0,5,8,0.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,4.33,5.33,6.0,0.0,2.0,0.0,0.0,0.0,5.0,8.0,4.3,1.5,0.0,13.300000000000004,4.05,1.5,0.0,13.300000000000004,0.9,0.5,0.0,3.0,2.7,1.0,0.0,6.200000000000003,2.2704999999999997,1.0,0.0,5.397000000000001
rzsm>0.95_pr>80,ssp245,2030,8,0,14,0,0,10,0,6,0,6,17,5,12,9,1,0,51,0,6,0,8,0,13,0,0,10,0,6,0,6,17,5,12,9,0,0,51,0,6,0,2,0,3,0,0,2,0,1,0,2,3,1,3,2,0,0,3,0,1,0,4,0,6,0,0,7,0,6,0,4,8,5,4,6,0,0,30,0,6,0,4.0,0.0,4.33,0.0,0.0,5.0,0.0,6.0,0.0,3.0,5.67,5.0,4.0,4.5,0.0,0.0,17.0,0.0,6.0,0.0,7.25,5.5,0.0,14.300000000000004,7.15,5.5,0.0,13.400000000000006,1.15,1.0,0.0,3.0,4.3,4.0,0.0,7.100000000000001,3.225,3.5,0.0,6.0
rzsm>0.95_pr>80,ssp245,2031,0,0,22,0,5,2,23,17,0,4,0,0,9,0,0,0,0,8,11,0,0,0,22,0,4,2,23,17,0,4,0,0,9,0,0,0,0,8,11,0,0,0,5,0,1,1,3,2,0,1,0,0,2,0,0,0,0,1,1,0,0,0,6,0,4,2,11,12,0,4,0,0,5,0,0,0,0,8,11,0,0.0,0.0,4.4,0.0,4.0,2.0,7.67,8.5,0.0,4.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,8.0,11.0,0.0,5.05,0.0,0.0,17.500000000000007,5.0,0.0,0.0,17.500000000000007,0.85,0.0,0.0,2.1000000000000014,3.15,0.0,0.0,11.0,2.7035,0.0,0.0,8.05
rzsm>0.95_pr>80,ssp245,2032,0,0,5,21,0,10,1,9,11,5,14,1,6,0,0,5,16,0,5,0,0,0,5,20,0,10,0,9,10,5,14,0,6,0,0,5,16,0,5,0,0,0,1,4,0,3,0,2,2,1,4,0,2,0,0,1,3,0,1,0,0,0,5,10,0,5,0,5,5,5,6,0,3,0,0,5,11,0,5,0,0.0,0.0,5.0,5.0,0.0,3.33,0.0,4.5,5.0,5.0,3.5,0.0,3.0,0.0,0.0,5.0,5.33,0.0,5.0,0.0,5.45,5.0,0.0,14.200000000000003,5.25,5.0,0.0,14.200000000000003,1.2,1.0,0.0,3.1000000000000014,3.25,4.0,0.0,6.400000000000006,2.4829999999999997,3.165,0.0,5.0
rzsm>0.95_pr>80,ssp245,2033,0,1,3,12,0,5,13,21,0,0,6,0,2,18,0,0,7,27,0,0,0,0,3,12,0,5,13,21,0,0,6,0,2,18,0,0,7,27,0,0,0,0,1,3,0,1,2,4,0,0,1,0,1,3,0,0,1,2,0,0,0,0,3,5,0,5,7,6,0,0,6,0,2,10,0,0,7,21,0,0,0.0,0.0,3.0,4.0,0.0,5.0,6.5,5.25,0.0,0.0,6.0,0.0,2.0,6.0,0.0,0.0,7.0,13.5,0.0,0.0,5.75,1.5,0.0,18.300000000000004,5.7,1.0,0.0,18.300000000000004,0.95,0.5,0.0,3.0,3.6,1.0,0.0,7.300000000000004,2.9125,1.0,0.0,6.550000000000001
rzsm>0.95_pr>80,ssp245,2034,0,0,0,5,0,16,21,0,0,0,0,14,13,5,0,0,30,0,0,0,0,0,0,5,0,15,21,0,0,0,0,13,12,4,0,0,30,0,0,0,0,0,0,2,0,3,4,0,0,0,0,2,2,1,0,0,2,0,0,0,0,0,0,3,0,9,6,0,0,0,0,7,7,4,0,0,16,0,0,0,0.0,0.0,0.0,2.5,0.0,5.0,5.25,0.0,0.0,0.0,0.0,6.5,6.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,5.2,0.0,0.0,16.500000000000007,5.0,0.0,0.0,15.600000000000009,0.8,0.0,0.0,2.1000000000000014,2.6,0.0,0.0,7.200000000000003,2.2125,0.0,0.0,6.050000000000001
rzsm>0.95_pr>80,ssp245,2035,15,9,10,0,0,0,18,25,45,25,1,15,6,6,10,0,0,4,19,0,14,8,10,0,0,0,18,25,44,25,0,15,6,6,10,0,0,3,19,0,3,2,3,0,0,0,4,4,7,4,0,4,2,1,1,0,0,1,3,0,6,6,5,0,0,0,7,12,10,8,0,7,4,6,10,0,0,3,7,0,4.67,4.0,3.33,0.0,0.0,0.0,4.5,6.25,6.29,6.25,0.0,3.75,3.0,6.0,10.0,0.0,0.0,3.0,6.33,0.0,10.4,7.5,0.0,25.0,10.15,7.0,0.0,25.0,1.95,1.5,0.0,4.0,4.55,5.5,0.0,10.0,3.3685,3.54,0.0,6.2940000000000005
rzsm>0.95_pr>80,ssp245,2036,0,25,4,3,14,0,10,0,13,0,0,0,0,0,6,0,0,0,5,0,0,25,4,3,14,0,10,0,13,0,0,0,0,0,6,0,0,0,5,0,0,4,1,1,3,0,2,0,4,0,0,0,0,0,2,0,0,0,1,0,0,7,4,3,6,0,5,0,6,0,0,0,0,0,3,0,0,0,5,0,0.0,6.25,4.0,3.0,4.67,0.0,5.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,13.100000000000001,4.0,0.0,0.0,13.100000000000001,0.9,0.0,0.0,3.1000000000000014,1.95,0.0,0.0,6.0,1.7085000000000001,0.0,0.0,5.0
rzsm>0.95_pr>80,ssp245,2037,2,4,0,10,0,0,18,14,0,0,0,0,5,10,0,13,15,15,0,10,2,4,0,9,0,0,18,14,0,0,0,0,5,9,0,13,15,15,0,10,1,1,0,3,0,0,1,3,0,0,0,0,1,2,0,2,1,3,0,2,2,4,0,4,0,0,18,7,0,0,0,0,5,7,0,8,15,6,0,6,2.0,4.0,0.0,3.0,0.0,0.0,18.0,4.67,0.0,0.0,0.0,0.0,5.0,4.5,0.0,6.5,15.0,5.0,0.0,5.0,5.8,3.0,0.0,15.0,5.7,3.0,0.0,15.0,1.0,1.0,0.0,3.0,4.1,3.0,0.0,8.70000000000001,3.6335,2.5,0.0,7.350000000000012
rzsm>0.95_pr>80,ssp245,2038,0,0,5,3,0,6,6,8,0,0,0,0,0,1,12,0,56,0,0,0,0,0,4,3,0,4,6,8,0,0,0,0,0,0,12,0,55,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,3,0,4,6,8,0,0,0,0,0,0,8,0,51,0,0,0,0.0,0.0,4.0,3.0,0.0,4.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,27.5,0.0,0.0,0.0,4.85,0.0,0.0,8.400000000000006,4.6,0.0,0.0,8.400000000000006,0.45,0.0,0.0,1.1000000000000014,4.2,0.0,0.0,8.0,2.925,0.0,0.0,6.200000000000003
rzsm>0.95_pr>80,ssp245,2039,0,0,2,4,0,18,0,8,1,0,3,0,0,14,0,0,4,0,0,0,0,0,2,4,0,16,0,8,0,0,3,0,0,14,0,0,4,0,0,0,0,0,1,1,0,4,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0,2,4,0,7,0,8,0,0,3,0,0,6,0,0,4,0,0,0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,4.67,0.0,0.0,4.0,0.0,0.0,0.0,2.7,0.0,0.0,8.600000000000009,2.55,0.0,0.0,8.600000000000009,0.6,0.0,0.0,1.2000000000000028,1.7,0.0,0.0,6.100000000000001,1.4835,0.0,0.0,4.067000000000001
rzsm>0.95_pr>80,ssp245,2040,2,0,7,0,0,0,13,0,14,0,4,0,0,0,0,0,1,0,0,0,2,0,7,0,0,0,12,0,14,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,8,0,6,0,4,0,0,0,0,0,0,0,0,0,2.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,4.67,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,7.6000000000000085,1.95,0.0,0.0,7.500000000000007,0.45,0.0,0.0,1.2000000000000028,1.35,0.0,0.0,6.100000000000001,1.0835000000000001,0.0,0.0,4.067000000000001
